patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,replication_timing,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,ext_log_unique_sites,ext_log_n_patients,chrom_int
P2,MARS2,chr2,0.0,-0.10340713868796951,3,0.0,0.2030430220356768,7431,262859.0,3026,1,1,0,0.98,11,1,10,0,0.0,93.0,0,1.0,52.816525,3,51.0,2.0,225.0,0.0,5.420534999272286,3.9512437185814275,1
P2,CTLA4,chr2,10.0,0.1847410069418008,2,2.3978952727983707,0.5464323189926548,68485,2551960.0,20077,1,0,318442,,26,2,24,0,0.0,1553.0,0,4.0,68.03155238095238,3,49.0,1.0,330.0,0.0,5.802118375377063,3.912023005428146,1
P2,PARD3B,chr2,18.0,0.0,1,2.9444389791664403,0.7365337530605107,302103,3009929.0,1074687,1,1,0,1.04,803,2,512,59,0.0,151.0,0,5.0,34.0745364902507,3,57.0,2.0,458.0,0.0,6.129050210060545,4.060443010546419,1
P2,ERBB4,chr2,0.0,0.12137695394542511,2,0.0,0.2030430220356768,263071,263071.0,1163124,1,1,0,0.78,641,2,367,65,3.0,741.0,1,0.0,19.39338762886598,3,54.0,2.0,219.0,0.0,5.393627546352362,4.007333185232471,1
P2,BARD1,chr2,0.0,-0.0362356669811794,10,0.0,0.2030430220356768,181274,181274.0,84061,0,1,0,0.96,51,1,31,7,5.0,453.0,1,1.0,23.26265294117648,3,48.0,2.0,144.0,0.0,4.976733742420574,3.8918202981106265,1
P2,DES,chr2,0.0,0.0,1,0.0,0.2030430220356768,7511,2889035.0,9265,1,1,0,1.23,22,2,20,0,0.0,1395.0,0,0.0,77.24671818181818,3,49.0,2.0,304.0,0.0,5.720311776607412,3.912023005428146,1
P2,EPHA4,chr2,0.0,0.0,1,0.0,0.2030430220356768,924964,1649760.0,156175,0,1,0,0.86,179,2,170,0,0.0,330.0,0,5.0,21.683175796178343,3,56.0,2.0,407.0,0.0,6.0112671744041615,4.04305126783455,1
P2,IRS1,chr2,0.0,-0.01435412700015383,2,0.0,0.2030430220356768,637580,3863242.0,68508,0,2,0,0.835,94,1,89,0,0.0,597.0,0,3.0,27.63556,3,46.0,2.0,122.0,0.0,4.812184355372417,3.8501476017100584,1
P2,SPHKAP,chr2,0.0,0.11400563903482239,2,0.0,0.2030430220356768,4498,5878191.0,201732,0,1,0,0.71,102,2,51,8,0.0,163.0,0,0.0,55.45496699507389,3,56.0,2.0,768.0,0.0,6.645090969505644,4.04305126783455,1
P2,CAB39,chr2,13.0,-0.1238727030594673,3,2.6390573296152584,0.6225953130465197,89748,5944618.0,108254,1,1,0,1.05,125,2,115,1,0.0,139.0,0,7.0,55.02371743119266,3,57.0,2.0,776.0,0.0,6.655440350367647,4.060443010546419,1
P2,PRSS56,chr2,0.0,-0.05183437296108328,7,0.0,0.2030430220356768,11952,4059256.0,5328,0,1,0,0.67,15,0,11,1,0.0,109.0,0,0.0,69.93011428571428,3,21.0,1.0,40.0,0.0,3.713572066704308,3.091042453358316,1
P2,EIF4E2,chr2,0.0,0.06282860707022654,2,0.0,0.2030430220356768,10958,4006075.0,32985,0,1,0,0.84,34,1,30,0,0.0,71.0,0,1.0,70.08507941176471,3,22.0,2.0,43.0,0.0,3.784189633918261,3.1354942159291497,1
P2,UGT1A6,chr2,0.0,0.0,1,0.0,0.2030430220356768,4162,2880247.0,81693,1,2,0,0.84,84,10,61,2,0.0,163.0,0,0.0,63.96044512195121,3,29.0,1.0,67.0,0.0,4.219507705176107,3.4011973816621555,1
P2,COL6A3,chr2,0.0,0.0,1,0.0,0.2030430220356768,142079,704634.0,90402,1,1,0,0.78,109,1,105,0,0.0,580.0,0,0.0,47.987145054945046,3,50.0,2.0,196.0,0.0,5.2832037287379885,3.9318256327243257,1
P2,DEFB129,chr20,0.0,0.005300176486507133,3,0.0,0.2030430220356768,17837,37135252.0,2628,0,0,49262,,1,0,1,0,0.0,13.0,0,0.0,77.7222,3,47.0,2.0,286.0,0.0,5.659482215759621,3.871201010907891,19
P2,RBCK1,chr20,13.0,0.0,1,2.6390573296152584,0.6225953130465197,16506,36953681.0,24641,1,2,0,0.8,46,2,39,0,0.0,137.0,0,2.0,81.98006538461537,3,51.0,2.0,271.0,0.0,5.605802066295998,3.9512437185814275,19
P2,TBC1D20,chr20,21.0,0.0,1,3.091042453358316,0.7926722630290312,25956,36908063.0,38970,0,1,0,0.95,51,1,46,1,0.0,252.0,0,2.0,80.9582975,3,58.0,2.0,1001.0,0.0,6.90975328164481,4.07753744390572,19
P2,NOP56,chr20,0.0,0.0,1,0.0,0.2030430220356768,33881,34725962.0,5801,0,1,0,1.1,19,7,12,0,0.0,86.0,0,1.0,68.74571666666667,3,35.0,2.0,78.0,0.0,4.3694478524670215,3.58351893845611,19
P2,CRLS1,chr20,0.0,0.4085326312561179,2,0.0,0.2030430220356768,23513,31362134.0,34001,0,1,0,0.9,33,2,29,0,0.0,178.0,0,1.0,74.17944285714286,3,47.0,2.0,149.0,0.0,5.0106352940962555,3.871201010907891,19
P2,FLRT3,chr20,0.0,-0.026694981941300364,3,0.0,0.2030430220356768,16522,23023564.0,14646,1,0,326563,,26,1,24,1,0.0,112.0,0,0.0,19.07999375,3,56.0,2.0,614.0,0.0,6.421622267806518,4.04305126783455,19
P2,POLR3F,chr20,0.0,0.09193119503132925,2,0.0,0.2030430220356768,63633,18941428.0,17770,1,1,0,0.73,11,3,3,0,0.0,36.0,0,1.0,63.64909473684211,3,36.0,2.0,86.0,0.0,4.465908118654584,3.6109179126442243,19
P2,SCP2D1,chr20,0.0,0.0,1,0.0,0.2030430220356768,92909,18623799.0,595,0,0,225335,,1,0,0,0,0.0,17.0,0,0.0,54.6138,3,33.0,2.0,67.0,0.0,4.219507705176107,3.5263605246161616,19
P2,SLC24A3,chr20,12.0,-0.009896492980731099,15,2.5649493574615367,0.596362364463099,193853,18326016.0,510416,0,1,0,0.97,504,2,371,38,0.0,223.0,0,0.0,34.415890410958895,3,54.0,2.0,338.0,0.0,5.82600010738045,4.007333185232471,19
P2,RALGAPA2,chr20,9.0,0.005925124111147757,3,2.302585092994046,0.5186253934942288,170395,16802424.0,323114,1,2,0,0.84,330,0,266,15,0.0,60.0,0,2.0,36.47089290123456,3,57.0,2.0,592.0,0.0,6.385194398997726,4.060443010546419,19
P2,CD93,chr20,0.0,0.0,1,0.0,0.2030430220356768,10311,14248038.0,21185,0,0,13558,,39,1,32,0,0.0,222.0,0,0.0,73.22704545454546,3,36.0,2.0,85.0,0.0,4.454347296253507,3.6109179126442243,19
P2,ZNF337,chr20,0.0,0.0,1,0.0,0.2030430220356768,35894,11683707.0,23665,1,1,0,0.85,24,1,21,1,0.0,36.0,0,1.0,49.983096,3,47.0,2.0,177.0,0.0,5.181783550292085,3.871201010907891,19
P2,TM9SF4,chr20,30.0,-0.4083496027245951,4,3.4339872044851463,0.892707240293809,26526,5261485.0,57544,1,0,22695,,74,1,58,2,0.0,72.0,0,2.0,80.3172224137931,3,54.0,2.0,686.0,0.0,6.532334292222349,4.007333185232471,19
P2,BPIFB6,chr20,16.0,0.09129222155570589,2,2.833213344056216,0.6952605806225953,7315,4322799.0,15041,0,0,208871,,16,0,4,1,0.0,16.0,0,0.0,75.87289375,3,50.0,1.0,403.0,0.0,6.0014148779611505,3.9318256327243257,19
P2,CBFA2T2,chr20,7.0,-0.01041267085940797,3,2.0794415416798357,0.45820216859041624,22288,3876886.0,159961,1,2,0,0.89,178,2,150,2,0.0,438.0,0,4.0,79.32791490683229,3,59.0,2.0,726.0,0.0,6.588926477533519,4.0943445622221,19
P2,RALY,chr20,17.0,0.0019236654537885859,6,2.8903717578961645,0.7171213711087793,84710,3435751.0,114676,0,1,0,0.81,167,4,133,1,0.0,154.0,0,1.0,77.57486086956521,3,55.0,2.0,815.0,0.0,6.704414354964107,4.02535169073515,19
P2,NNAT,chr20,26.0,0.17398205431429495,2,3.295836866004329,0.8621895767750962,79959,96574.0,2484,1,2,0,0.75,7,1,6,0,0.0,124.0,0,0.0,71.170225,3,49.0,2.0,144.0,0.0,4.976733742420574,3.912023005428146,19
P2,CCN5,chr20,0.0,-0.008764878682396367,2,0.0,0.2030430220356768,24586,1499714.0,14239,1,0,17199,,28,2,25,0,0.0,189.0,0,0.0,72.93911874999999,3,54.0,2.0,421.0,0.0,6.045005314036012,4.007333185232471,19
P2,PCIF1,chr20,0.0,0.012200255569187921,7,0.0,0.2030430220356768,10296,2734412.0,13345,1,2,0,0.89,26,2,21,1,0.0,93.0,0,1.0,82.0073357142857,3,53.0,2.0,252.0,0.0,5.53338948872752,3.9889840465642745,19
P2,NCOA3,chr20,0.0,0.15903645053851176,3,0.0,0.2030430220356768,68813,4243081.0,155013,1,1,0,1.07,232,1,209,2,0.0,405.0,0,4.0,77.19898910256411,3,58.0,2.0,867.0,0.0,6.7661917146603505,4.07753744390572,19
P2,CEBPB,chr20,0.0,0.014853750286080379,5,0.0,0.2030430220356768,86012,1525775.0,1956,0,1,0,0.98,7,3,4,0,0.0,1000.0,0,1.0,62.3709,3,45.0,2.0,138.0,0.0,4.9344739331306915,3.828641396489095,19
P2,DOK5,chr20,0.0,0.14397397474920698,2,0.0,0.2030430220356768,51296,2621776.0,175578,0,1,0,0.83,203,2,133,31,0.0,84.0,0,0.0,39.49940568181818,3,56.0,2.0,517.0,0.0,6.249975242259483,4.04305126783455,19
P2,TFAP2C,chr20,0.0,0.0,1,0.0,0.2030430220356768,29547,2239959.0,9977,0,1,0,0.74,21,1,20,0,0.0,182.0,0,0.0,54.374345454545455,3,56.0,2.0,586.0,0.0,6.375024819828097,4.04305126783455,19
P2,CYYR1,chr21,0.0,0.007680137774297082,6,0.0,0.2030430220356768,74187,9357194.0,107077,1,1,0,0.79,92,1,74,4,0.0,56.0,0,0.0,17.886358333333334,3,53.0,2.0,176.0,0.0,5.176149732573829,3.9889840465642745,20
P2,ADAMTS1,chr21,0.0,-0.022994701426396442,4,0.0,0.2030430220356768,86150,9245408.0,9654,1,1,0,0.89,21,2,19,0,0.0,416.0,0,0.0,24.81275,3,51.0,2.0,225.0,0.0,5.420534999272286,3.9512437185814275,20
P2,CHAF1B,chr21,23.0,0.0,1,3.1780538303479458,0.8252885624344176,20143,360544.0,33661,0,1,0,0.83,33,3,22,1,0.0,148.0,0,1.0,64.13241714285714,3,45.0,2.0,154.0,0.0,5.043425116919247,3.828641396489095,20
P2,KCNJ6,chr21,8.0,-0.3612964697370192,3,2.1972245773362196,0.48959426372857645,376360,916795.0,513972,1,3,0,0.8233,437,3,288,37,0.0,604.0,0,0.0,62.9046854368932,3,49.0,1.0,193.0,0.0,5.267858159063328,3.912023005428146,20
P2,KCNJ15,chr21,0.0,0.1770291367518345,2,0.0,0.2030430220356768,48328,457903.0,151808,1,0,238585,,179,3,154,10,0.0,136.0,0,0.0,61.531200657894736,3,46.0,2.0,125.0,0.0,4.836281906951478,3.8501476017100584,20
P2,IGSF5,chr21,10.0,-0.15785140564138955,3,2.3978952727983707,0.5464323189926548,80414,1002989.0,56898,1,0,132116,,39,0,37,1,0.0,51.0,0,0.0,44.28891206896552,3,47.0,2.0,203.0,0.0,5.318119993844216,3.871201010907891,20
P2,TRAPPC10,chr21,0.0,-0.004124050245095469,2,0.0,0.2030430220356768,34720,869984.0,94244,1,1,0,1.02,126,1,119,0,0.0,111.0,0,7.0,64.54213125,3,49.0,2.0,299.0,0.0,5.703782474656201,3.912023005428146,20
P2,LRRC3,chr21,13.0,0.0,1,2.6390573296152584,0.6225953130465197,51570,1296315.0,6706,0,1,0,0.61,18,1,17,0,0.0,28.0,0,1.0,81.3751625,3,47.0,2.0,294.0,0.0,5.68697535633982,3.871201010907891,20
P2,LSS,chr21,308.0,0.030392217021835942,2,5.733341276897746,0.9964148303602658,21574,3099661.0,40699,0,1,0,0.95,78,3,66,0,0.0,304.0,0,1.0,69.1050857142857,3,46.0,2.0,238.0,0.0,5.476463551931511,3.8501476017100584,20
P2,MCM3AP,chr21,5.0,0.18288179017988504,2,1.791759469228055,0.41395592864637987,16251,3162441.0,51164,0,1,0,0.97,52,2,35,1,0.0,163.0,0,1.0,70.26574038461538,3,52.0,2.0,235.0,0.0,5.4638318050256105,3.970291913552122,20
P2,IL17RA,chr22,0.0,0.0,1,0.0,0.2030430220356768,34635,2241475.0,30759,1,2,0,0.78,57,2,54,0,0.0,560.0,0,5.0,42.74425,3,23.0,2.0,31.0,0.0,3.4657359027997265,3.1780538303479458,21
P2,USP18,chr22,16.0,0.08098328122443942,3,2.833213344056216,0.6952605806225953,17251,1160626.0,28998,0,1,0,1.01,24,1,20,2,0.0,494.0,0,2.0,77.69301333333334,3,53.0,2.0,498.0,0.0,6.212606095751519,3.9889840465642745,21
P2,MRPL40,chr22,0.0,0.0,1,0.0,0.2030430220356768,68026,72667.0,3610,1,1,0,1.0,9,2,7,0,0.0,37.0,0,1.0,67.8647,3,50.0,2.0,291.0,0.0,5.676753802268282,3.9318256327243257,21
P2,DGCR8,chr22,10.0,0.0021891794760200483,4,2.3978952727983707,0.5464323189926548,28695,759566.0,31842,1,2,0,0.9,74,3,68,0,0.0,288.0,0,2.0,76.72111212121213,3,49.0,2.0,307.0,0.0,5.730099782973574,3.912023005428146,21
P2,FAM246A,chr22,11.0,0.1912131316262073,2,2.4849066497880004,0.5719657222805177,157552,663933.0,698,0,1,0,0.96,1,0,0,0,0.0,0.0,0,0.0,73.4536,3,53.0,1.0,939.0,0.0,6.84587987526405,3.9889840465642745,21
P2,VPREB1,chr22,37.0,0.19464473190943396,5,3.6375861597263857,0.9307450157397692,125780,251320.0,735,0,0,21261,,3,1,2,0,0.0,247.0,0,0.0,74.88535,3,58.0,2.0,1890.0,0.0,7.544861068658458,4.07753744390572,21
P2,GGTLC2,chr22,26.0,0.015599201006963598,3,3.295836866004329,0.8621895767750962,41468,735466.0,3284,0,1,0,1.05,1,0,0,0,0.0,225.0,0,0.0,58.519125,3,35.0,2.0,58.0,0.0,4.07753744390572,3.58351893845611,21
P2,IGLL5,chr22,33.0,-0.005674439901811472,7,3.5263605246161616,0.9151801329136061,48202,947353.0,8331,1,0,173934,,20,3,17,0,0.0,256.0,0,0.0,62.84632222222224,3,48.0,2.0,190.0,0.0,5.25227342804663,3.8918202981106265,21
P2,ADORA2A,chr22,0.0,0.0,1,0.0,0.2030430220356768,41820,589128.0,25298,1,1,0,1.07,72,4,68,0,0.0,690.0,0,4.0,76.35664615384616,3,58.0,2.0,665.0,0.0,6.501289670540389,4.07753744390572,21
P2,HSCB,chr22,0.0,0.0,1,0.0,0.2030430220356768,30215,30598.0,15483,0,1,0,0.79,15,2,10,0,0.0,85.0,0,1.0,62.97191176470589,3,56.0,2.0,330.0,0.0,5.802118375377063,4.04305126783455,21
P2,CHEK2,chr22,0.0,0.0,1,0.0,0.2030430220356768,3640,3640.0,54684,0,1,0,0.79,48,4,36,1,2.0,673.0,1,1.0,62.87839454545455,3,42.0,2.0,125.0,0.0,4.836281906951478,3.7612001156935624,21
P2,AP1B1,chr22,0.0,-0.06346947031479991,2,0.0,0.2030430220356768,2674,123277.0,60932,1,1,0,0.94,101,3,95,0,0.0,78.0,0,1.0,75.86637741935485,3,30.0,2.0,74.0,0.0,4.31748811353631,3.4339872044851463,21
P2,ZMAT5,chr22,0.0,0.1444463130360565,2,0.0,0.2030430220356768,22646,140892.0,38946,0,2,0,0.915,53,1,38,0,0.0,64.0,0,2.0,79.7784525,3,37.0,2.0,97.0,0.0,4.584967478670572,3.6375861597263857,21
P2,OSBP2,chr22,10.0,0.002573332662453199,5,2.3978952727983707,0.5464323189926548,4570,1085666.0,214042,1,4,0,0.9075,255,7,202,16,0.0,223.0,0,1.0,70.40108930232559,3,57.0,2.0,357.0,0.0,5.8805329864007,4.060443010546419,21
P2,APOL4,chr22,14.0,0.0,1,2.70805020110221,0.6485659321441063,18635,2796142.0,15716,0,0,117565,,27,2,25,0,0.0,65.0,0,0.0,66.31769999999999,3,56.0,2.0,927.0,0.0,6.833031732786201,4.04305126783455,21
P2,MYH9,chr22,19.0,0.0014712067229025506,9,2.995732273553991,0.7543721580972368,66893,2661230.0,106731,1,2,0,0.74,240,4,232,0,0.0,747.0,0,19.0,68.62184814814815,3,59.0,2.0,1198.0,0.0,7.089243155027514,4.0943445622221,21
P2,EIF3D,chr22,14.0,-0.017639614229672487,8,2.70805020110221,0.6485659321441063,12353,2440749.0,18395,1,1,0,1.04,20,2,15,1,0.0,111.0,0,1.0,76.14226842105262,3,54.0,2.0,501.0,0.0,6.218600119691729,4.007333185232471,21
P2,RPL3,chr22,14.0,-0.0009392975161838444,5,2.70805020110221,0.6485659321441063,37377,300665.0,7519,1,1,0,1.24,22,7,15,0,0.0,178.0,0,1.0,73.86019999999999,3,46.0,2.0,214.0,0.0,5.3706380281276624,3.8501476017100584,21
P2,L3MBTL2,chr22,20.0,0.11709168470244063,2,3.044522437723423,0.7733473242392445,55230,58236.0,25991,0,1,0,0.89,27,2,24,0,0.0,81.0,0,2.0,78.26899999999999,3,57.0,2.0,833.0,0.0,6.726233402358747,4.060443010546419,21
P2,TEF,chr22,8.0,-0.0040246638324356486,4,2.1972245773362196,0.48959426372857645,31941,243576.0,31993,0,2,0,0.83,43,2,40,0,0.0,208.0,0,1.0,74.12828787878787,3,49.0,2.0,206.0,0.0,5.332718793265369,3.912023005428146,21
P2,XRCC6,chr22,0.0,-0.00045783148454802276,3,0.0,0.2030430220356768,2550,526420.0,43301,1,1,0,1.0,27,3,22,0,0.0,369.0,0,1.0,81.61864318181819,3,22.0,2.0,38.0,0.0,3.6635616461296463,3.1354942159291497,21
P2,TTLL1,chr22,0.0,0.0,1,0.0,0.2030430220356768,7340,1990271.0,49911,1,1,0,0.92,41,1,29,3,0.0,190.0,0,1.0,74.397598,3,12.0,2.0,18.0,0.0,2.9444389791664403,2.5649493574615367,21
P2,CELSR1,chr22,0.0,0.0,1,0.0,0.2030430220356768,102225,5343579.0,176786,1,9,0,0.8022,319,3,285,8,0.0,449.0,0,2.0,66.99850168539325,3,53.0,2.0,598.0,0.0,6.395261598115449,3.9889840465642745,21
P2,CERK,chr22,0.0,-0.06340741172250902,6,0.0,0.2030430220356768,75717,5570734.0,53857,0,3,0,0.93,78,1,70,1,0.0,177.0,0,2.0,71.83514727272727,3,49.0,2.0,190.0,0.0,5.25227342804663,3.912023005428146,21
P2,TTLL8,chr22,0.0,-0.014852601200160557,2,0.0,0.2030430220356768,15110,8951372.0,39723,1,5,0,0.742,55,0,29,2,0.0,11.0,0,1.0,67.8914975,3,39.0,2.0,84.0,0.0,4.442651256490317,3.6888794541139363,21
P2,SELENOO,chr22,13.0,-0.5787206541054328,3,2.6390573296152584,0.6225953130465197,8108,9101087.0,16605,0,3,0,0.8833,35,4,30,0,0.0,47.0,0,0.0,77.75592222222224,3,51.0,2.0,317.0,0.0,5.762051382780177,3.9512437185814275,21
P2,TUBGCP6,chr22,0.0,0.0,1,0.0,0.2030430220356768,20076,9133136.0,27340,0,4,0,0.8075,46,3,26,6,0.0,68.0,0,1.0,78.48886785714285,3,40.0,2.0,99.0,0.0,4.605170185988092,3.713572066704308,21
P2,MAPK11,chr22,8.0,0.0,1,2.1972245773362196,0.48959426372857645,4324,9174627.0,7054,0,2,0,0.87,16,1,14,0,0.0,174.0,0,0.0,78.92945,3,54.0,2.0,377.0,0.0,5.934894195619588,4.007333185232471,21
P2,SYCE3,chr22,0.0,0.0,1,0.0,0.2030430220356768,7480,9463623.0,11807,1,1,0,0.8,13,1,10,0,0.0,215.0,0,1.0,79.33626923076923,3,49.0,2.0,235.0,0.0,5.4638318050256105,3.912023005428146,21
P2,ITPR1,chr3,0.0,0.0,1,0.0,0.2030430220356768,12160,5545185.0,354161,1,1,0,0.77,441,5,405,3,0.0,650.0,0,10.0,71.00143595505618,3,56.0,2.0,447.0,0.0,6.104793232414985,4.04305126783455,2
P2,GRM7,chr3,21.0,-0.013229325820744403,13,3.091042453358316,0.7926722630290312,731901,3988270.0,971532,1,2,0,0.935,537,3,258,75,0.0,231.0,0,0.0,18.986487461459408,3,58.0,2.0,1148.0,0.0,7.046647277848756,4.07753744390572,2
P2,RAD18,chr3,10.0,0.02570067410307545,2,2.3978952727983707,0.5464323189926548,41809,1104406.0,188371,1,1,0,0.85,164,2,115,8,0.0,237.0,0,1.0,48.5749047368421,3,51.0,2.0,338.0,0.0,5.82600010738045,3.9512437185814275,2
P2,GHRL,chr3,22.0,0.007488785208477851,13,3.1354942159291497,0.8105106680657572,21392,129789.0,7293,1,0,27863,,17,3,14,0,0.0,927.0,0,0.0,77.2096375,3,37.0,2.0,89.0,0.0,4.499809670330265,3.6375861597263857,2
P2,NR2C2,chr3,0.0,-0.03493773086168001,3,0.0,0.2030430220356768,64254,2219089.0,106056,1,1,0,1.08,85,2,74,3,0.0,704.0,0,2.0,65.9680425925926,3,52.0,2.0,332.0,0.0,5.808142489980444,3.970291913552122,2
P2,PP2D1,chr3,0.0,0.0,1,0.0,0.2030430220356768,18885,7329181.0,32306,0,0,27699,,22,0,9,3,0.0,23.0,0,0.0,68.50969705882353,3,41.0,2.0,96.0,0.0,4.574710978503383,3.7376696182833684,2
P2,SGO1,chr3,37.0,-0.026642617329235462,3,3.6375861597263857,0.9307450157397692,71263,7451318.0,26189,0,1,0,0.98,19,4,13,0,0.0,164.0,0,1.0,65.11907407407408,3,55.0,2.0,445.0,0.0,6.100318952020064,4.02535169073515,2
P2,UBE2E2,chr3,0.0,0.0,1,0.0,0.2030430220356768,289511,7692969.0,388774,0,1,0,1.07,317,3,212,24,0.0,171.0,0,0.0,35.39811564102563,3,55.0,2.0,423.0,0.0,6.049733455231958,4.02535169073515,2
P2,NKIRAS1,chr3,0.0,0.00029307083469029934,4,0.0,0.2030430220356768,437,6660324.0,56640,0,2,0,0.93,68,6,50,3,0.0,92.0,0,2.0,63.74453793103448,3,50.0,2.0,211.0,0.0,5.356586274672012,3.9318256327243257,2
P2,SLC4A7,chr3,25.0,0.0,1,3.258096538021482,0.8509094088842253,56602,3178629.0,111728,0,1,0,1.01,75,4,57,5,0.0,355.0,0,4.0,21.60478125,3,55.0,2.0,502.0,0.0,6.220590170099739,4.02535169073515,2
P2,GADL1,chr3,9.0,0.0,1,2.302585092994046,0.5186253934942288,138096,150187.0,168564,1,1,0,0.98,140,1,98,8,0.0,98.0,0,0.0,31.56639764705882,3,56.0,2.0,228.0,0.0,5.43372200355424,4.04305126783455,2
P2,TRAK1,chr3,0.0,-0.014898354437068958,4,0.0,0.2030430220356768,19283,799600.0,212266,1,2,0,0.825,305,5,291,1,0.0,214.0,0,4.0,59.26305868544601,3,53.0,2.0,418.0,0.0,6.037870919922137,3.9889840465642745,2
P2,TMEM42,chr3,22.0,0.11045818806975975,2,3.1354942159291497,0.8105106680657572,40204,2342428.0,3781,1,1,0,0.92,8,1,7,0,0.0,15.0,0,3.0,66.19605999999999,3,45.0,2.0,297.0,0.0,5.697093486505405,3.828641396489095,2
P2,TGM4,chr3,21.0,-0.013236353893055393,5,3.091042453358316,0.7926722630290312,4287,2293792.0,40382,0,0,12235,,42,0,23,12,0.0,147.0,0,0.0,68.1194024390244,3,37.0,1.0,118.0,0.0,4.77912349311153,3.6375861597263857,2
P2,CDCP1,chr3,8.0,-0.022956963792115325,7,2.1972245773362196,0.48959426372857645,8550,2026210.0,64176,0,1,0,0.93,102,1,90,0,0.0,222.0,0,0.0,80.45011692307692,3,55.0,2.0,301.0,0.0,5.71042701737487,4.02535169073515,2
P2,LARS2,chr3,0.0,-0.004367187084033504,2,0.0,0.2030430220356768,44277,1731309.0,166199,1,1,0,0.92,175,3,148,5,0.0,170.0,0,1.0,69.79591916167665,3,52.0,2.0,261.0,0.0,5.568344503761097,3.970291913552122,2
P2,LTF,chr3,0.0,0.1501637473215099,2,0.0,0.2030430220356768,34212,713091.0,49589,0,1,0,0.83,59,3,53,1,0.0,893.0,0,0.0,63.745354,3,34.0,2.0,107.0,0.0,4.68213122712422,3.5553480614894135,2
P2,CCDC12,chr3,18.0,-0.026340128914456612,2,2.9444389791664403,0.7365337530605107,1266,180837.0,65376,0,2,0,0.89,136,3,126,0,0.0,48.0,0,10.0,71.35015606060605,3,59.0,2.0,1185.0,0.0,7.078341579557671,4.0943445622221,2
P2,KIF9,chr3,27.0,0.0,1,3.332204510175204,0.870846449807625,74,119412.0,55453,0,1,0,1.02,53,4,25,10,0.0,123.0,0,1.0,76.23739642857143,3,49.0,2.0,194.0,0.0,5.272999558563747,3.912023005428146,2
P2,DHX30,chr3,20.0,0.11109830819302853,2,3.044522437723423,0.7733473242392445,9865,628663.0,48976,1,4,0,0.7925,51,2,43,1,0.0,93.0,0,2.0,79.970724,3,59.0,2.0,920.0,0.0,6.825460036255307,4.0943445622221,2
P2,SPINK8,chr3,7.0,0.0,1,2.0794415416798357,0.45820216859041624,11743,1091080.0,26819,1,0,5074,,17,1,11,1,0.0,20.0,0,0.0,74.34463571428572,3,34.0,2.0,96.0,0.0,4.574710978503383,3.5553480614894135,2
P2,UCN2,chr3,24.0,0.007536517572090589,2,3.2188758248682006,0.8377929345925149,1264,847953.0,2063,0,0,4298,,5,1,3,0,0.0,321.0,0,0.0,80.38576666666665,3,41.0,2.0,119.0,0.0,4.787491742782046,3.7376696182833684,2
P2,COL7A1,chr3,10.0,-0.025645082774510393,6,2.3978952727983707,0.5464323189926548,13182,830851.0,31256,0,1,0,0.67,61,1,58,0,0.0,257.0,0,0.0,80.19011875,3,20.0,1.0,42.0,0.0,3.7612001156935624,3.044522437723423,2
P2,NCKIPSD,chr3,0.0,0.14444631303605654,2,0.0,0.2030430220356768,10778,737412.0,12523,1,1,0,1.17,22,1,20,0,0.0,207.0,0,1.0,76.95435384615385,3,37.0,2.0,81.0,0.0,4.406719247264253,3.6375861597263857,2
P2,SLC25A20,chr3,0.0,-0.015488531821279905,4,0.0,0.2030430220356768,24674,538768.0,41978,1,1,0,0.88,32,1,22,1,0.0,227.0,0,1.0,82.90683488372092,3,50.0,2.0,244.0,0.0,5.501258210544727,3.9318256327243257,2
P2,IMPDH2,chr3,10.0,0.0,1,2.3978952727983707,0.5464323189926548,346,383892.0,5131,0,1,0,0.99,16,2,14,0,0.0,213.0,0,1.0,82.90375,3,53.0,2.0,356.0,0.0,5.877735781779639,3.9889840465642745,2
P2,CCDC71,chr3,9.0,0.014289603459987144,2,2.302585092994046,0.5186253934942288,16114,262781.0,5268,0,1,0,0.96,13,1,12,0,0.0,46.0,0,1.0,78.6789,3,33.0,2.0,84.0,0.0,4.442651256490317,3.5263605246161616,2
P2,C3orf62,chr3,18.0,-0.01887805191637841,5,2.9444389791664403,0.7365337530605107,39230,174996.0,8636,1,1,0,0.88,13,1,12,0,0.0,251.0,0,1.0,79.35976666666666,3,57.0,2.0,769.0,0.0,6.646390514847729,4.060443010546419,2
P2,SEMA3F,chr3,389.0,0.12840262258842247,4,5.966146739123692,0.9975515914655474,30758,711256.0,34063,0,1,0,1.08,60,3,56,0,0.0,292.0,0,0.0,82.52656571428571,3,55.0,2.0,676.0,0.0,6.517671272912275,4.02535169073515,2
P2,NPRL2,chr3,0.0,0.0,1,0.0,0.2030430220356768,2225,935603.0,3496,0,1,0,0.85,9,1,8,0,0.0,95.0,0,1.0,80.51894,3,1.0,1.0,1.0,0.0,0.6931471805599453,0.6931471805599453,2
