patient_id,nearest_gene_name,chrom,last_tp_abundance,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc
P5,SERPINB9,chr6,278.0,5.631211781821365,25610,,16140,1,2,0,0.84,25,1,24,0,,,0,6
P5,BPHL,chr6,0.0,0.0,22902,,35225,1,3,0,0.9667,43,6,32,0,,,0,6
P5,PHACTR1,chr6,0.0,0.0,64233,,574134,1,3,0,1.0233,581,11,404,46,,,0,6
P5,NRSN1,chr6,3299.0,8.101677747454572,764035,,28746,1,1,0,1.23,28,1,16,1,,,0,6
P5,RIPOR2,chr6,0.0,0.0,114469,,238808,1,1,0,0.78,283,7,270,0,,,0,6
P5,H1-4,chr6,302.0,5.713732805509369,15820,,786,0,1,0,0.9,4,1,3,0,,,0,6
P5,ZNF322,chr6,1617.0,7.388946097618437,25437,,25376,0,1,0,0.71,12,1,5,0,,,0,6
P5,NKAPL,chr6,0.0,0.0,1600,,1661,1,1,0,0.96,3,1,1,0,,,0,6
P5,NUDT3,chr6,214.0,5.3706380281276624,71723,,112998,0,1,0,1.15,138,1,129,0,,,0,6
P5,ANKS1A,chr6,277.0,5.627621113690637,576,,202178,0,1,0,0.76,280,3,270,0,,,0,6
P5,FKBP5,chr6,0.0,0.0,107160,,155677,1,2,0,1.01,219,3,201,4,,,0,6
P5,PXT1,chr6,0.0,0.0,1772,,52303,0,2,0,1.125,43,2,28,3,,,0,6
P5,XPO5,chr6,0.0,0.0,651,,53727,0,1,0,0.98,28,1,20,0,,,0,6
P5,CDC5L,chr6,334.0,5.814130531825066,21269,,62860,1,1,0,0.91,62,1,47,3,,,0,6
P5,OGFRL1,chr6,0.0,0.0,156651,,20248,1,1,0,0.87,23,3,17,1,,,0,6
P5,SPACA1,chr6,0.0,0.0,172467,,18997,0,1,0,1.05,10,1,4,1,,,0,6
P5,MAP3K7,chr6,0.0,0.0,141748,,73520,0,1,0,0.95,52,2,41,0,,,0,6
P5,GRIK2,chr6,343.0,5.840641657373398,360,,1118921,1,4,0,0.93,578,3,324,60,,,0,6
P5,SLC22A16,chr6,0.0,0.0,18708,,51994,1,1,0,0.89,43,2,15,9,,,0,6
P5,ASF1A,chr6,0.0,0.0,90418,,15019,1,1,0,1.01,21,1,20,0,,,0,6
P5,UTRN,chr6,252.0,5.53338948872752,2407,,567699,0,1,0,0.81,516,3,436,10,,,0,6
P5,QKI,chr6,305.0,5.723585101952381,339753,,164592,1,1,0,1.17,162,3,150,0,,,0,6
P5,PDCD2,chr6,0.0,0.0,36165,,9397,1,1,0,0.96,14,1,7,2,,,0,6
P5,GNA12,chr7,579.0,6.363028103540465,89500,,148964,1,3,0,0.7533,250,3,239,0,,,0,6
P5,RBAK,chr7,0.0,0.0,29267,,23670,1,1,0,0.77,9,1,5,0,,,0,6
P5,CYTH3,chr7,0.0,0.0,57487,,110874,0,5,0,0.78,156,1,141,1,,,0,6
P5,NDUFA4,chr7,0.0,0.0,1252724,,8588,1,1,0,1.0,14,3,11,0,,,0,6
P5,SNX13,chr7,0.0,0.0,276179,,149951,0,1,0,0.95,96,1,69,5,,,0,6
P5,RAPGEF5,chr7,0.0,0.0,190432,,238918,0,1,0,0.9,270,4,259,1,,,0,6
P5,HYCC1,chr7,1229.0,7.114769448366463,30795,,124759,1,1,0,0.79,103,1,83,8,,,0,6
P5,MPLKIP,chr7,0.0,0.0,186,,8595,0,1,0,0.84,7,1,5,0,,,0,6
P5,ABCA13,chr7,0.0,0.0,39484,,476039,1,1,0,0.82,308,1,203,32,,,0,6
P5,GTF2I,chr7,1568.0,7.358193752733032,98714,,110475,1,2,0,1.085,78,5,64,1,,,0,6
P5,GNAI1,chr7,0.0,0.0,156169,,458153,1,1,0,0.94,346,10,219,32,,,0,6
P5,ZSCAN25,chr7,0.0,0.0,8813,,15785,0,1,0,0.85,30,2,26,0,,,0,6
P5,SMKR1,chr7,0.0,0.0,22178,,10387,0,1,0,0.88,7,1,4,0,,,0,6
P5,ZC3HC1,chr7,0.0,0.0,17230,,33115,1,1,0,0.81,28,1,21,2,,,0,6
P5,AKR1D1,chr7,60.0,4.110873864173311,58983,,115982,1,0,14,,94,2,72,2,,,0,6
P5,LRRC61,chr7,0.0,0.0,222532,,14893,1,1,0,0.91,34,5,28,0,,,0,6
P5,RARRES2,chr7,0.0,0.0,8944,,3830,0,1,0,0.63,12,1,11,0,,,0,6
P5,GALNTL5,chr7,127.0,4.852030263919617,38881,,63550,1,0,5576,,41,0,19,7,,,0,6
P5,TNKS,chr8,0.0,0.0,139928,,226434,1,1,0,0.73,177,2,154,4,,,0,6
P5,ZMAT4,chr8,30.0,3.4339872044851463,366831,,367243,0,1,0,0.78,306,1,234,15,,,0,6
P5,SNTG1,chr8,114.0,4.74493212836325,367025,,886903,0,1,0,0.82,394,6,223,46,,,0,6
P5,SULF1,chr8,0.0,0.0,565561,,194311,0,0,170928,,198,2,166,6,,,0,6
P5,SNX16,chr8,0.0,0.0,48146,,43285,1,1,0,0.92,35,2,21,1,,,0,6
P5,VPS13B,chr8,79.0,4.382026634673881,6783,,864314,1,1,0,0.82,643,3,418,56,,,0,6
P5,COX6C,chr8,377.0,5.934894195619588,392337,,20559,0,1,0,1.04,23,3,19,0,,,0,6
P5,FZD6,chr8,0.0,0.0,77078,,34433,0,1,0,1.0,28,2,23,0,,,0,6
P5,ABRA,chr8,0.0,0.0,239996,,10761,0,0,101120,,13,1,12,0,,,0,6
P5,ANGPT1,chr8,272.0,5.60947179518496,342119,,248573,0,0,584572,,249,1,187,12,,,0,6
P5,EIF3E,chr8,406.0,6.008813185442595,178546,,280709,0,2,0,0.91,176,2,106,17,,,0,6
P5,KCNV1,chr8,438.0,6.0844994130751715,124707,,12135,0,2,0,0.825,13,3,8,0,,,0,6
P5,TRIB1,chr8,554.0,6.318968113746434,112841,,8045,1,2,0,0.9,23,3,20,0,,,0,6
P5,SLA,chr8,0.0,0.0,116501,,66184,1,0,193411,,149,5,144,0,,,0,6
P5,VPS28,chr8,422.0,6.0473721790462776,5381,,5898,0,3,0,0.77,16,2,14,0,,,0,6
P5,SMARCA2,chr9,935.0,6.841615476477592,103770,,213334,0,2,0,0.785,233,11,196,5,,,0,6
P5,UHRF2,chr9,85.0,4.454347296253507,3191,,93905,1,1,0,0.95,70,2,54,2,,,0,6
P5,TUSC1,chr9,0.0,0.0,531892,,1475,1,1,0,0.91,5,1,4,0,,,0,6
P5,C9orf72,chr9,0.0,0.0,21635,,38255,1,2,0,1.035,46,2,40,1,,,0,6
P5,GNA14,chr9,293.0,5.683579767338681,179430,,225243,1,1,0,0.77,208,1,155,12,,,0,6
P5,AUH,chr9,0.0,0.0,279128,,148146,0,1,0,0.98,153,1,133,4,,,0,6
P5,KLF4,chr9,0.0,0.0,94483,,5630,1,1,0,0.97,17,1,16,0,,,0,6
P5,TNC,chr9,0.0,0.0,93374,,98682,0,0,407779,,100,1,97,0,,,0,6
P5,PAPPA,chr9,232.0,5.4510384535657,310804,,248530,1,1,0,1.04,311,2,269,6,,,0,6
P5,BRINP1,chr9,0.0,0.0,172864,,216057,1,1,0,1.06,151,1,105,10,,,0,6
P5,DENND1A,chr9,0.0,0.0,286939,,550504,0,1,0,1.06,584,2,415,41,,,0,6
P5,TOR2A,chr9,0.0,0.0,3250,,3839,0,1,0,0.92,9,2,7,0,,,0,6
P5,SPTAN1,chr9,0.0,0.0,23463,,81105,1,1,0,0.98,81,2,72,4,,,0,6
P5,DYNC2I2,chr9,169.0,5.135798437050262,52009,,23201,1,1,0,0.96,33,1,29,0,,,0,6
P5,GPR107,chr9,0.0,0.0,2331,,86743,1,1,0,0.74,119,2,111,2,,,0,6
P5,PRRT1B,chr9,121.0,4.804021044733257,6584,,15098,1,1,0,0.98,24,1,12,1,,,0,6
P5,RAPGEF1,chr9,0.0,0.0,93091,,163359,1,1,0,1.0,316,5,306,0,,,0,6
P5,SPACA9,chr9,282.0,5.645446897643238,103628,,12174,0,1,0,0.98,22,3,19,0,,,0,6
P5,CACFD1,chr9,166.0,5.117993812416755,2243,,10883,1,1,0,0.83,26,1,23,0,,,0,6
P5,BRD3,chr9,208.0,5.342334251964811,21271,,38250,0,5,0,0.79,82,3,74,3,,,0,6
P5,WDR5,chr9,0.0,0.0,32534,,25625,0,3,0,0.8467,48,2,44,1,,,0,6
P5,EHMT1,chr9,0.0,0.0,6559,,251039,0,14,0,0.9964,345,7,297,3,,,0,6
P5,CNKSR2,chrX,306.0,5.726847747587197,59098,,281894,1,1,0,0.95,107,2,55,6,,,0,6
P5,MAGEB16,chrX,0.0,0.0,277787,,5430,1,0,172142,,4,0,1,1,,,0,6
P5,TSPAN7,chrX,0.0,0.0,115387,,127751,1,1,0,0.83,99,2,83,5,,,0,6
P5,KDM6A,chrX,0.0,0.0,11461,,239649,1,1,0,1.03,184,3,155,2,,,0,6
P5,JADE3,chrX,0.0,0.0,36731,,148966,1,1,0,1.01,88,1,69,2,,,0,6
P5,FAM120C,chrX,0.0,0.0,63085,,114957,1,1,0,0.95,38,1,24,1,,,0,6
P5,ASB12,chrX,379.0,5.940171252720432,19772,,6413,1,0,17884,,4,2,1,0,,,0,6
P5,EDA,chrX,0.0,0.0,50621,,423405,1,1,0,0.68,120,1,71,4,,,0,6
P5,TEX28,chrX,10482.0,9.257510176452573,292,,24588,0,1,0,0.76,2,0,0,0,,,0,6
P5,LAGE3,chrX,160.0,5.081404364984463,9574,,1506,0,1,0,0.88,5,1,4,0,,,0,6
P5,TBL1Y,chrY,0.0,0.0,293699,,191284,1,1,0,0.9,97,3,55,2,,,0,6
P5,PANK4,chr1,909.0,6.813444599510896,46670,74302.0,18078,0,7,0,0.7957,39,1,34,1,0.0,187.0,0,6
P5,KIF1B,chr1,368.0,5.910796644040527,87750,1139773.0,171073,0,2,0,0.995,151,5,137,0,0.0,235.0,0,6
P5,CAPZB,chr1,0.0,0.0,590,854164.0,146825,0,2,0,0.885,249,4,241,0,0.0,134.0,0,6
P5,NBL1,chr1,0.0,0.0,55327,910806.0,61477,1,2,0,0.9,92,10,80,0,0.0,174.0,0,6
P5,NUDC,chr1,0.0,0.0,4119,202883.0,46647,0,2,0,0.96,55,3,43,1,0.0,53.0,0,6
P5,YTHDF2,chr1,0.0,0.0,30998,2012387.0,33163,1,1,0,0.97,47,4,30,1,0.0,469.0,0,6
P5,CSF3R,chr1,247.0,5.5134287461649825,9219,9219.0,17653,0,0,1139,,37,3,29,0,3.0,571.0,1,6
P5,GRIK3,chr1,108.0,4.6913478822291435,275415,275778.0,238988,1,1,0,0.94,233,2,170,16,0.0,145.0,0,6
P5,PTGER3,chr1,0.0,0.0,320246,5659816.0,195463,1,1,0,0.81,160,1,120,8,0.0,350.0,0,6
P5,S100A16,chr1,0.0,0.0,19993,2488553.0,7130,1,0,19689,,21,4,17,0,0.0,161.0,0,6
P5,HCN3,chr1,0.0,0.0,4387,809631.0,12520,0,1,0,0.79,22,1,13,2,0.0,143.0,0,6
P5,MEF2D,chr1,2085.0,7.643003635560718,61986,356708.0,37539,0,1,0,0.84,87,4,82,0,0.0,181.0,0,6
P5,SWT1,chr1,0.0,0.0,52806,8012435.0,135880,1,1,0,0.82,104,3,67,8,0.0,41.0,0,6
P5,B3GALT2,chr1,0.0,0.0,33105,37776.0,7883,0,0,56636,,17,1,16,0,0.0,69.0,0,6
P5,MAP3K21,chr1,0.0,0.0,11643,8203728.0,57567,0,2,0,0.96,64,2,46,7,0.0,69.0,0,6
P5,IRF2BP2,chr1,610.0,6.415096959171596,64104,6973725.0,7878,0,1,0,1.19,23,5,18,0,0.0,160.0,0,6
P5,SMYD3,chr1,339.0,5.8289456176102075,557191,4430322.0,757970,1,3,0,0.8333,789,3,609,38,0.0,240.0,0,6
P5,CHST3,chr10,0.0,0.0,51207,3352878.0,49163,1,2,0,0.87,97,1,91,0,0.0,273.0,0,6
P5,NOC3L,chr10,0.0,0.0,132195,5276974.0,29756,1,1,0,0.97,18,1,10,0,0.0,87.0,0,6
P5,PSMD13,chr11,0.0,0.0,1080,299297.0,16020,0,1,0,1.05,15,2,12,0,0.0,109.0,0,6
P5,CAPN1,chr11,2708.0,7.904334842085095,5111,364161.0,31440,0,3,0,0.85,46,6,38,0,0.0,353.0,0,6
P5,BBS1,chr11,0.0,0.0,3403,1702715.0,23024,0,0,12068,,23,1,18,2,0.0,153.0,0,6
P5,TMEM134,chr11,1166.0,7.062191632286556,565,2171290.0,7578,1,2,0,0.735,17,1,16,0,0.0,22.0,0,6
P5,SESN3,chr11,0.0,0.0,65590,6943148.0,67028,0,2,0,1.03,48,4,40,0,0.0,141.0,0,6
P5,MAML2,chr11,0.0,0.0,190513,5957417.0,366597,0,0,46177,,536,5,518,0,0.0,362.0,0,6
P5,C2CD2L,chr11,0.0,0.0,3136,107236.0,16346,1,1,0,0.83,34,2,30,0,0.0,29.0,0,6
P5,VWA5A,chr11,0.0,0.0,28684,4880422.0,32317,0,0,373567,,13,1,5,1,0.0,82.0,0,6
P5,PLEKHG6,chr12,0.0,0.0,54203,358960.0,18709,1,1,0,0.78,49,4,45,0,0.0,55.0,0,6
P5,MUCL1,chr12,16845.0,9.73186851887531,90449,1336730.0,65490,1,0,241711,,33,0,22,0,0.0,67.0,0,6
P5,SDR9C7,chr12,145.0,4.983606621708336,90229,244835.0,11275,1,0,71676,,11,0,8,0,0.0,112.0,0,6
P5,BTG1,chr12,0.0,0.0,463624,19722778.0,5568,1,1,0,0.89,16,5,11,0,0.0,275.0,0,6
P5,NEDD1,chr12,0.0,0.0,206519,14704295.0,46556,0,1,0,0.92,25,3,15,3,0.0,81.0,0,6
P5,CORO1C,chr12,0.0,0.0,48149,2720586.0,87454,1,1,0,0.8,140,6,130,0,0.0,168.0,0,6
P5,VPS37B,chr12,0.0,0.0,30454,1701950.0,30797,0,2,0,0.985,72,3,69,0,0.0,39.0,0,6
P5,SLITRK5,chr13,635.0,6.455198563340122,735136,15909596.0,24901,0,3,0,0.99,31,3,25,2,0.0,78.0,0,6
P5,MAP4K5,chr14,0.0,0.0,13247,5411970.0,143281,1,2,0,0.83,115,5,88,2,0.0,145.0,0,6
P5,PYGL,chr14,243.0,5.497168225293202,35964,5772861.0,86843,0,2,0,0.895,88,2,81,1,0.0,270.0,0,6
P5,CRIP1,chr14,0.0,0.0,5328,679341.0,4344,0,1,0,0.7,13,3,10,0,0.0,157.0,0,6
P5,ONECUT1,chr15,0.0,0.0,13257,2353449.0,36025,1,3,0,0.7367,44,1,40,2,0.0,195.0,0,6
P5,ANXA2,chr15,0.0,0.0,178015,6161957.0,55749,0,2,0,0.7,123,3,118,0,0.0,649.0,0,6
P5,C15orf61,chr15,0.0,0.0,119380,337988.0,9015,0,1,0,0.96,12,3,8,0,0.0,28.0,0,6
P5,CYP1A1,chr15,7745.0,8.954931860074698,13556,7648217.0,5994,1,0,309,,9,1,7,0,0.0,663.0,0,6
P5,PGAP6,chr16,0.0,0.0,7858,26525.0,16325,0,5,0,0.796,42,5,36,0,0.0,148.0,0,6
P5,PDPK1,chr16,0.0,0.0,3039,379247.0,65212,1,4,0,0.8225,58,3,45,1,0.0,195.0,0,6
P5,SMG1,chr16,0.0,0.0,62115,4944159.0,121552,1,1,0,0.95,82,1,68,1,0.0,609.0,0,6
P5,GDPD3,chr16,2330.0,7.754052639035757,6545,1073142.0,8727,1,0,8256,,12,1,10,0,0.0,52.0,0,6
P5,CTCF,chr16,443.0,6.095824562432225,21576,21576.0,77358,1,1,0,1.25,50,4,40,2,1.0,497.0,1,6
P5,PIEZO1,chr16,0.0,0.0,39173,231129.0,69913,0,11,0,0.7318,158,6,138,1,0.0,1421.0,0,6
P5,TRARG1,chr17,0.0,0.0,4494,4007091.0,21316,1,0,8223,,30,1,24,1,0.0,117.0,0,6
P5,CHRNB1,chr17,0.0,0.0,2989,245474.0,12649,0,1,0,0.68,24,4,17,0,0.0,101.0,0,6
P5,LGALS9B,chr17,0.0,0.0,228744,4020619.0,18153,0,0,64713,,5,0,2,0,0.0,166.0,0,6
P5,NLK,chr17,0.0,0.0,70952,3124156.0,154658,1,1,0,0.82,156,2,138,6,0.0,219.0,0,6
P5,BLMH,chr17,119.0,4.787491742782046,26762,829537.0,43952,0,1,0,0.88,37,2,34,0,0.0,111.0,0,6
P5,SLFN11,chr17,759.0,6.633318433280377,63997,188182.0,23396,1,1,0,0.84,17,1,11,0,0.0,150.0,0,6
P5,KRT25,chr17,716.0,6.57507584059962,21787,84890.0,7310,1,0,24216,,5,0,3,0,0.0,107.0,0,6
P5,VAT1,chr17,84.0,4.442651256490317,9128,154250.0,14431,0,2,0,0.865,32,3,28,0,0.0,204.0,0,6
P5,PLEKHM1,chr17,0.0,0.0,27769,2292744.0,54858,1,1,0,0.85,51,2,42,2,0.0,283.0,0,6
P5,TUBD1,chr17,0.0,0.0,89199,184066.0,33519,0,1,0,0.89,40,3,29,4,0.0,53.0,0,6
P5,CEP112,chr17,0.0,0.0,272766,357418.0,556714,0,1,0,0.89,393,3,222,49,0.0,77.0,0,6
P5,SOX9,chr17,556.0,6.322565239927284,914442,2694798.0,5396,0,1,0,0.8,15,1,14,0,0.0,1254.0,0,6
P5,RNF157,chr17,53.0,3.9889840465642745,49451,546314.0,98067,0,2,0,0.885,144,3,133,1,0.0,149.0,0,6
P5,BIRC5,chr17,0.0,0.0,11341,1465450.0,11450,1,1,0,0.81,16,1,15,0,0.0,915.0,0,6
P5,VAPA,chr18,0.0,0.0,7810,34758447.0,46105,0,1,0,0.94,68,2,49,3,0.0,95.0,0,6
P5,KLHL14,chr18,0.0,0.0,150111,12057261.0,100422,1,1,0,0.73,79,2,55,6,0.0,67.0,0,6
P5,DCC,chr18,324.0,5.783825182329737,546071,765598.0,1195702,0,1,0,0.98,570,2,291,71,0.0,977.0,0,6
P5,SOCS6,chr18,0.0,0.0,37677,19222683.0,41311,1,1,0,0.98,50,2,44,1,0.0,123.0,0,6
P5,R3HDM4,chr19,189.0,5.247024072160486,9724,274037.0,16742,0,4,0,0.6925,34,1,32,0,0.0,38.0,0,6
P5,BTBD2,chr19,0.0,0.0,46408,810915.0,49443,0,6,0,0.84,79,2,71,2,0.0,42.0,0,6
P5,KDM4B,chr19,0.0,0.0,32781,812110.0,184504,0,24,0,0.7971,357,0,349,0,0.0,212.0,0,6
P5,OR7A5,chr19,192.0,5.262690188904886,28022,525382.0,8944,1,0,144019,,5,1,4,0,0.0,37.0,0,6
P5,DDA1,chr19,0.0,0.0,8296,546849.0,13780,0,1,0,0.77,30,1,28,0,0.0,38.0,0,6
P5,UNC13A,chr19,0.0,0.0,62751,222457.0,87029,1,6,0,0.8783,94,2,51,6,0.0,145.0,0,6
P5,POLR2I,chr19,0.0,0.0,399,2812280.0,1504,0,1,0,0.77,6,3,3,0,0.0,42.0,0,6
P5,BCAT2,chr19,161.0,5.087596335232384,26907,170666.0,15995,1,3,0,0.83,27,2,24,0,0.0,153.0,0,6
P5,ATF5,chr19,165.0,5.111987788356544,21777,482071.0,10025,1,1,0,0.93,22,4,18,0,0.0,184.0,0,6
P5,ZNF804A,chr2,3397.0,8.130942302231878,730736,158525203.0,340963,0,1,0,0.99,175,2,84,26,,,0,6
P5,FN1,chr2,0.0,0.0,28323,190065207.0,75680,0,1,0,0.65,160,1,159,0,,,0,6
P5,RALY,chr20,143.0,4.969813299576001,84710,3435751.0,114676,0,1,0,0.81,167,4,133,1,0.0,154.0,0,6
P5,ZBP1,chr20,0.0,0.0,28971,1248113.0,17001,1,0,31620,,38,1,31,2,0.0,281.0,0,6
P5,YBEY,chr21,0.0,0.0,1679,3180410.0,11475,1,2,0,0.95,22,3,19,0,0.0,27.0,0,6
P5,S100B,chr21,0.0,0.0,72591,3425012.0,6700,0,1,0,0.78,13,2,10,0,0.0,1593.0,0,6
P5,EMID1,chr22,0.0,0.0,63464,125664.0,53789,0,1,0,0.87,87,1,75,2,0.0,47.0,0,6
P5,SLC22A13,chr3,0.0,0.0,48520,,12945,1,0,67874,,14,0,9,2,,,0,6
P5,TMEM42,chr3,0.0,0.0,40204,,3781,1,1,0,0.92,8,1,7,0,,,0,6
P5,SETD2,chr3,451.0,6.113682179832232,90914,,147685,0,1,0,1.01,140,3,118,2,,,0,6
P5,P4HTM,chr3,0.0,0.0,30736,,17264,1,2,0,0.895,30,4,25,0,,,0,6
P5,WDR82,chr3,71.0,4.276666119016055,515,,33586,1,2,0,0.91,61,6,54,0,,,0,6
P5,POU1F1,chr3,208.0,5.342334251964811,2143,,17180,1,0,31968,,15,1,13,0,,,0,6
P5,ZBTB20,chr3,376.0,5.932245187448011,432910,,832856,0,2,0,0.89,654,13,552,17,,,0,6
P5,HEG1,chr3,188.0,5.241747015059643,51014,,90287,0,1,0,0.98,128,1,123,0,,,0,6
P5,RUVBL1,chr3,0.0,0.0,33751,,89136,1,3,0,0.93,113,7,89,5,,,0,6
P5,ACAD9,chr3,0.0,0.0,89668,,44407,1,1,0,0.94,43,2,36,2,,,0,6
P5,TFDP2,chr3,0.0,0.0,120027,,205116,0,1,0,0.92,189,3,172,2,,,0,6
P5,P2RY1,chr3,0.0,0.0,276936,,6308,0,1,0,0.9,11,1,9,0,,,0,6
P5,PAK2,chr3,53.0,3.9889840465642745,12197,,92904,0,1,0,0.91,75,1,67,0,,,0,6
P5,TADA2B,chr4,0.0,0.0,60230,,16053,1,3,0,1.01,35,3,32,0,,,0,6
P5,FAM200B,chr4,0.0,0.0,102863,,8941,1,1,0,0.8,16,1,15,0,,,0,6
P5,TLL1,chr4,0.0,0.0,229327,,231220,1,1,0,0.85,150,3,98,15,,,0,6
P5,TENM3,chr4,0.0,0.0,2344925,,659106,0,3,0,1.0033,595,5,456,24,,,0,6
P5,H3Y1,chr5,0.0,0.0,19629,,981,0,1,0,0.65,2,1,1,0,,,0,6
P5,NIM1K,chr5,0.0,0.0,59166,,88791,0,1,0,0.79,84,3,65,0,,,0,6
P5,EMB,chr5,63.0,4.1588830833596715,1026598,,47056,1,1,0,0.89,34,3,28,0,,,0,6
P5,PELO,chr5,0.0,0.0,701817,,16128,0,2,0,1.01,25,2,23,0,,,0,6
P5,IQGAP2,chr5,0.0,0.0,158869,,304847,1,1,0,0.83,340,1,310,6,,,0,6
P5,ADRA1B,chr5,0.0,0.0,192002,,107932,1,2,0,1.015,135,1,102,9,,,0,6
P5,CPLX2,chr5,0.0,0.0,68833,,87716,1,2,0,0.815,118,3,101,1,,,0,6
P5,GPRIN1,chr5,239.0,5.480638923341991,33716,,14375,0,2,0,1.03,30,1,24,0,,,0,6
P5,BLTP3A,chr6,0.0,0.0,17178,,85431,1,1,0,0.99,76,1,64,2,,,0,6
P5,ARID1B,chr6,307.0,5.730099782973574,655282,,434759,0,1,0,1.0,569,12,524,2,,,0,6
P5,ZDHHC14,chr6,0.0,0.0,25986,,297024,0,3,0,0.76,429,2,353,12,,,0,6
P5,TMEM184A,chr7,355.0,5.87493073085203,14332,,18586,0,3,0,0.6867,48,1,44,0,,,0,6
P5,SPDYE3,chr7,0.0,0.0,41932,,14670,1,0,13243,,5,0,3,1,,,0,6
P5,SLC37A3,chr7,168.0,5.1298987149230735,668,,110740,0,1,0,0.78,128,2,106,6,,,0,6
P5,VDAC3,chr8,0.0,0.0,5333,,14313,0,1,0,0.89,12,2,8,0,,,0,6
P5,GABBR2,chr9,0.0,0.0,213271,,421643,0,1,0,0.88,463,1,349,33,,,0,6
P5,FAM78A,chr9,524.0,6.263398262591624,75594,,19289,0,2,0,0.89,49,2,47,0,,,0,6
P5,KLHL15,chrX,0.0,0.0,58714,,43470,1,1,0,0.99,39,5,19,3,,,0,6
P5,EFHC2,chrX,0.0,0.0,184351,,197595,0,2,0,0.8,123,2,80,9,,,0,6
P5,TBX22,chrX,483.0,6.182084906716632,90860,,17155,1,0,303313,,10,2,6,0,,,0,6
P5,ZNF275,chrX,0.0,0.0,6175,,25963,1,2,0,0.865,35,1,27,0,,,0,6
P5,IRAK1,chrX,190.0,5.25227342804663,23158,,9423,1,1,0,0.87,25,1,23,0,,,0,6
P5,SH3D21,chr1,336.0,5.820082930352362,39529,216483.0,22972,0,2,0,0.75,31,4,27,0,0.0,43.0,0,6
P5,FOXJ3,chr1,0.0,0.0,85404,1087299.0,159378,0,1,0,0.91,145,4,124,0,0.0,140.0,0,6
P5,DMAP1,chr1,790.0,6.673297967767654,35416,840203.0,7254,1,1,0,0.74,12,2,9,0,0.0,45.0,0,6
P5,ATG4C,chr1,0.0,0.0,37642,2321575.0,82178,1,0,95143,,45,1,35,4,0.0,116.0,0,6
P5,ENSA,chr1,1766.0,7.4770384723196965,22716,269875.0,28761,0,1,0,0.75,49,2,43,0,0.0,44.0,0,6
P5,CTSS,chr1,0.0,0.0,18143,128957.0,35878,0,0,100354,,27,1,22,1,0.0,828.0,0,6
P5,SNX27,chr1,0.0,0.0,28987,656756.0,87085,1,1,0,0.95,74,2,62,2,0.0,170.0,0,6
P5,ASH1L,chr1,0.0,0.0,120463,639873.0,227894,0,1,0,1.06,160,5,134,4,0.0,402.0,0,6
P5,SLC25A44,chr1,0.0,0.0,23209,88151.0,18864,1,2,0,0.925,22,1,21,0,0.0,62.0,0,6
P5,ATP1B1,chr1,0.0,0.0,132294,4417819.0,205295,0,1,0,0.86,176,9,130,7,0.0,227.0,0,6
P5,SLC19A2,chr1,0.0,0.0,6609,4923751.0,22035,0,1,0,0.93,28,1,21,3,0.0,363.0,0,6
P5,KLHL12,chr1,0.0,0.0,15615,2721499.0,37540,0,1,0,0.88,18,1,16,1,0.0,46.0,0,6
P5,CHRM3,chr1,0.0,0.0,742357,2875643.0,528939,0,1,0,0.89,405,6,264,34,0.0,405.0,0,6
P5,ITGB1,chr10,0.0,0.0,278827,5865871.0,118519,0,2,0,0.85,159,9,136,4,0.0,621.0,0,6
P5,PANK1,chr10,0.0,0.0,19101,672328.0,65745,0,1,0,0.94,65,3,52,2,0.0,257.0,0,6
P5,NEURL1,chr10,0.0,0.0,46192,262292.0,98841,1,3,0,1.02,164,3,159,0,0.0,660.0,0,6
P5,TNNT3,chr11,0.0,0.0,12774,1369339.0,19255,1,4,0,0.755,52,2,50,0,0.0,135.0,0,6
P5,RRM1,chr11,0.0,0.0,120071,3437293.0,44225,0,1,0,0.85,37,2,23,5,0.0,324.0,0,6
P5,ADM,chr11,132.0,4.890349128221754,318312,7734491.0,4005,1,2,0,0.72,12,3,9,0,0.0,758.0,0,6
P5,KIF18A,chr11,0.0,0.0,76790,4404171.0,87565,1,0,2133,,51,1,37,3,0.0,386.0,0,6
P5,METTL15,chr11,0.0,0.0,208,4327108.0,418793,0,1,0,0.95,222,2,115,25,0.0,83.0,0,6
P5,SLC22A11,chr11,747.0,6.617402977974478,97100,352704.0,17185,0,2,0,0.695,37,1,34,0,0.0,59.0,0,6
P5,MUS81,chr11,260.0,5.564520407322694,11639,1034193.0,10527,1,1,0,0.83,33,9,24,0,0.0,272.0,0,6
P5,CTSF,chr11,0.0,0.0,10941,1746644.0,5416,0,1,0,0.88,15,2,12,0,0.0,210.0,0,6
P5,ZC3H12C,chr11,0.0,0.0,315844,1112495.0,78449,1,1,0,0.97,73,1,65,2,0.0,314.0,0,6
P5,DSCAML1,chr11,0.0,0.0,218096,455145.0,389753,0,4,0,0.8875,543,2,482,10,0.0,153.0,0,6
P5,KLRF1,chr12,0.0,0.0,32346,1854488.0,17526,1,0,179225,,11,2,8,0,0.0,154.0,0,6
P5,CLEC2A,chr12,0.0,0.0,25025,1742278.0,33697,1,0,179106,,21,1,15,1,0.0,27.0,0,6
