dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,label
18596.0,0.0,2892660.0,8803.0,0.0,1.0,0.0,0.92,25.0,1.0,24.0,0.0,0.0,88.0,0.0,2.833213344056216
20845.0,1.0,11266099.0,154992.0,0.0,30.0,0.0,0.859,334.0,1.0,328.0,1.0,0.0,405.0,0.0,3.713572066704308
11706.0,1.0,24198371.0,44883.0,1.0,1.0,0.0,1.05,30.0,1.0,22.0,2.0,0.0,74.0,0.0,4.204692619390966
545781.0,0.0,26376968.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,4.852030263919617
98083.0,1.0,937461.0,247493.0,0.0,1.0,0.0,0.84,324.0,9.0,302.0,1.0,0.0,250.0,0.0,3.044522437723423
503810.0,0.0,25255051.0,22565.0,1.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,2.3978952727983707
290222.0,0.0,25041463.0,22565.0,1.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,3.58351893845611
249927.0,0.0,25001168.0,22565.0,0.0,1.0,0.0,0.95,47.0,2.0,45.0,0.0,0.0,423.0,0.0,5.521460917862246
310787.0,0.0,16728361.0,13893.0,0.0,0.0,1864631.0,0.0,10.0,2.0,8.0,0.0,0.0,168.0,0.0,2.9444389791664403
548547.0,0.0,26676850.0,239436.0,1.0,1.0,0.0,0.83,250.0,5.0,228.0,1.0,0.0,210.0,0.0,3.6375861597263857
1603136.0,0.0,7234047.0,3021.0,1.0,1.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,15.0,0.0,2.19722457733622
345588.0,0.0,1824610.0,72008.0,0.0,1.0,0.0,0.95,80.0,1.0,74.0,1.0,0.0,151.0,0.0,3.295836866004329
15358.0,0.0,7304007.0,394619.0,1.0,1.0,0.0,0.89,385.0,1.0,334.0,8.0,0.0,170.0,0.0,4.820281565605037
148103.0,1.0,2196679.0,7419.0,1.0,1.0,0.0,0.96,14.0,1.0,13.0,0.0,0.0,59.0,0.0,2.8903717578961645
64533.0,1.0,424009.0,20972.0,1.0,2.0,0.0,0.91,44.0,4.0,39.0,0.0,0.0,117.0,0.0,2.995732273553991
1143641.0,0.0,20070351.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.110873864173311
695903.0,0.0,12164554.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,5.303304908059076
22629.0,1.0,445744.0,452412.0,0.0,3.0,0.0,0.8067,468.0,5.0,394.0,16.0,0.0,108.0,0.0,2.995732273553991
1137996.0,0.0,21364852.0,7465.0,1.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,4.23410650459726
194400.0,1.0,2345804.0,324575.0,1.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,5.493061443340548
33389.0,0.0,11051681.0,43655.0,0.0,9.0,0.0,0.7778,98.0,1.0,94.0,0.0,0.0,543.0,0.0,4.31748811353631
19343.0,0.0,3875208.0,26961.0,0.0,1.0,0.0,0.97,16.0,1.0,9.0,3.0,0.0,83.0,0.0,4.248495242049359
21353.0,0.0,21826111.0,407899.0,0.0,1.0,0.0,0.82,151.0,4.0,68.0,22.0,0.0,275.0,0.0,3.5263605246161616
101918.0,1.0,637648.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,3.258096538021482
195596.0,1.0,2344608.0,324575.0,0.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,3.295836866004329
63478.0,0.0,764815.0,49720.0,1.0,1.0,0.0,0.97,43.0,1.0,41.0,1.0,0.0,1031.0,0.0,3.091042453358316
457206.0,0.0,26288393.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,3.912023005428146
38990.0,1.0,1711577.0,199872.0,0.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,4.07753744390572
65256.0,0.0,636081.0,49720.0,1.0,1.0,0.0,0.97,43.0,1.0,41.0,1.0,0.0,1031.0,0.0,3.555348061489413
11953.0,1.0,27166963.0,199148.0,0.0,1.0,0.0,0.9,221.0,2.0,210.0,2.0,0.0,170.0,0.0,5.075173815233827
331796.0,0.0,7967919.0,111945.0,1.0,1.0,0.0,0.99,167.0,3.0,163.0,0.0,0.0,931.0,0.0,2.3978952727983707
30775.0,0.0,189811.0,22419.0,0.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,3.688879454113936
327574.0,0.0,23891043.0,429238.0,0.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,3.80666248977032
697216.0,0.0,12165867.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,2.772588722239781
46610.0,0.0,4750276.0,313011.0,1.0,2.0,0.0,0.89,429.0,8.0,392.0,6.0,0.0,115.0,0.0,4.110873864173311
36293.0,1.0,708470.0,233867.0,1.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,5.093750200806762
66037.0,0.0,24804265.0,80048.0,1.0,1.0,0.0,0.8,66.0,4.0,49.0,2.0,0.0,740.0,0.0,3.044522437723423
4319.0,0.0,7292968.0,394619.0,1.0,1.0,0.0,0.89,385.0,1.0,334.0,8.0,0.0,170.0,0.0,2.6390573296152584
55268.0,1.0,439735.0,125097.0,1.0,1.0,0.0,0.84,93.0,1.0,66.0,7.0,0.0,481.0,0.0,2.302585092994046
1460924.0,0.0,13713536.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,4.110873864173311
56.0,0.0,2198606.0,52115.0,0.0,0.0,74.0,0.0,47.0,1.0,35.0,2.0,0.0,216.0,0.0,2.6390573296152584
25094.0,0.0,5308863.0,36273.0,1.0,0.0,270690.0,0.0,22.0,1.0,21.0,0.0,0.0,1211.0,0.0,3.688879454113936
54423.0,0.0,4946596.0,70638.0,1.0,1.0,0.0,0.95,49.0,2.0,37.0,3.0,0.0,72.0,0.0,3.091042453358316
43762.0,1.0,1706805.0,199872.0,0.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,2.4849066497880004
629799.0,0.0,12098450.0,23144.0,0.0,1.0,0.0,1.1,19.0,1.0,15.0,0.0,0.0,80.0,0.0,3.332204510175204
253177.0,0.0,19179887.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.499809670330265
11356.0,1.0,4424998.0,36831.0,0.0,1.0,0.0,0.77,32.0,1.0,23.0,1.0,0.0,141.0,0.0,2.833213344056216
1001604.0,0.0,10858589.0,498345.0,1.0,1.0,0.0,0.75,351.0,4.0,247.0,18.0,0.0,260.0,0.0,4.61512051684126
441346.0,0.0,23122123.0,429238.0,0.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,4.454347296253507
465942.0,0.0,17505090.0,13893.0,1.0,0.0,1864631.0,0.0,10.0,2.0,8.0,0.0,0.0,168.0,0.0,3.970291913552122
723996.0,0.0,21778852.0,7465.0,1.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,6.267200548541362
5538.0,0.0,2858509.0,4981.0,0.0,2.0,0.0,0.895,14.0,1.0,13.0,0.0,0.0,331.0,0.0,2.19722457733622
186918.0,1.0,4703325.0,574324.0,1.0,1.0,0.0,0.93,529.0,2.0,401.0,25.0,0.0,132.0,0.0,5.010635294096256
427156.0,0.0,22937520.0,74922.0,0.0,1.0,0.0,0.98,77.0,2.0,71.0,1.0,0.0,103.0,0.0,2.833213344056216
388792.0,0.0,26219979.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,4.867534450455582
388080.0,0.0,22890928.0,7465.0,1.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,4.110873864173311
91372.0,1.0,825011.0,5083.0,1.0,1.0,0.0,0.99,9.0,2.0,7.0,0.0,0.0,54.0,0.0,3.5263605246161616
6526.0,0.0,7102640.0,4735.0,1.0,1.0,0.0,0.85,7.0,1.0,6.0,0.0,0.0,37.0,0.0,2.995732273553991
70382.0,0.0,2549654.0,25167.0,1.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,3.688879454113936
15220.0,1.0,3384300.0,117737.0,1.0,3.0,0.0,1.2433,112.0,7.0,85.0,4.0,0.0,111.0,0.0,4.04305126783455
354607.0,0.0,24069287.0,19262.0,1.0,1.0,0.0,0.99,8.0,1.0,6.0,0.0,0.0,49.0,0.0,6.056784013228625
357246.0,0.0,26188433.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,2.833213344056216
99224.0,0.0,24969526.0,80048.0,0.0,1.0,0.0,0.8,66.0,4.0,49.0,2.0,0.0,740.0,0.0,3.218875824868201
300568.0,0.0,910038.0,33425.0,1.0,2.0,0.0,0.89,50.0,1.0,40.0,4.0,0.0,1345.0,0.0,3.49650756146648
39785.0,0.0,154829.0,2437.0,0.0,1.0,0.0,1.01,7.0,1.0,5.0,0.0,0.0,4.0,0.0,3.49650756146648
330423.0,1.0,6080744.0,611853.0,0.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,1.9459101490553128
325165.0,0.0,26156352.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,3.4011973816621555
186372.0,0.0,4911450.0,23244.0,0.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,3.737669618283368
213239.0,0.0,4938317.0,23244.0,0.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,3.044522437723423
69934.0,0.0,18893423.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,3.295836866004329
434079.0,0.0,654665.0,22419.0,0.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,4.653960350157523
159228.0,0.0,2779264.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,3.6375861597263857
666.0,1.0,3707765.0,81730.0,0.0,1.0,0.0,0.82,100.0,3.0,86.0,3.0,0.0,398.0,0.0,3.555348061489413
162297.0,1.0,2210873.0,7419.0,0.0,1.0,0.0,0.96,14.0,1.0,13.0,0.0,0.0,59.0,0.0,3.688879454113936
11197.0,1.0,10351165.0,58915.0,0.0,3.0,0.0,0.93,60.0,3.0,43.0,3.0,0.0,399.0,0.0,4.770684624465665
199039.0,1.0,2341165.0,324575.0,1.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,5.730099782973574
2898.0,1.0,112101.0,23008.0,1.0,1.0,0.0,1.01,15.0,1.0,12.0,0.0,0.0,101.0,0.0,2.70805020110221
41353.0,1.0,3775725.0,363512.0,0.0,1.0,0.0,0.9,362.0,2.0,318.0,16.0,0.0,360.0,0.0,3.713572066704308
88642.0,1.0,789979.0,49720.0,0.0,1.0,0.0,0.97,43.0,1.0,41.0,1.0,0.0,1031.0,0.0,4.0943445622221
78759.0,1.0,1582722.0,29024.0,0.0,1.0,0.0,0.91,21.0,2.0,19.0,0.0,0.0,128.0,0.0,3.9889840465642745
33863.0,0.0,1926461.0,7270.0,1.0,0.0,243.0,0.0,11.0,2.0,9.0,0.0,0.0,19.0,0.0,3.7612001156935615
156366.0,0.0,506340.0,57518.0,0.0,0.0,120382.0,0.0,48.0,1.0,37.0,1.0,0.0,225.0,0.0,4.276666119016055
205662.0,0.0,4930740.0,23244.0,1.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,2.302585092994046
292101.0,0.0,901571.0,33425.0,1.0,2.0,0.0,0.89,50.0,1.0,40.0,4.0,0.0,1345.0,0.0,4.454347296253507
15989.0,1.0,6976479.0,65768.0,0.0,1.0,0.0,1.01,58.0,1.0,55.0,0.0,0.0,54.0,0.0,2.70805020110221
14511.0,1.0,21790247.0,407899.0,0.0,1.0,0.0,0.82,151.0,4.0,68.0,22.0,0.0,275.0,0.0,3.951243718581428
534779.0,0.0,19461489.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.77912349311153
54191.0,1.0,6396797.0,394295.0,1.0,1.0,0.0,0.87,336.0,2.0,260.0,23.0,0.0,145.0,0.0,2.772588722239781
216910.0,1.0,2323294.0,324575.0,0.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,3.970291913552122
94301.0,0.0,577876.0,233867.0,0.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,3.1780538303479458
442429.0,0.0,26273616.0,448833.0,0.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,4.23410650459726
17563.0,1.0,5266206.0,36273.0,0.0,0.0,270690.0,0.0,22.0,1.0,21.0,0.0,0.0,1211.0,0.0,3.555348061489413
10322.0,1.0,1622433.0,23788.0,0.0,1.0,0.0,0.91,20.0,2.0,9.0,2.0,0.0,52.0,0.0,4.543294782270004
41158.0,0.0,1966377.0,104921.0,0.0,1.0,0.0,0.82,80.0,3.0,65.0,1.0,0.0,244.0,0.0,5.135798437050262
54196.0,1.0,6396802.0,394295.0,1.0,1.0,0.0,0.87,336.0,2.0,260.0,23.0,0.0,145.0,0.0,4.709530201312334
236759.0,0.0,457345.0,22419.0,0.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,2.70805020110221
427535.0,0.0,22937141.0,74922.0,0.0,1.0,0.0,0.98,77.0,2.0,71.0,1.0,0.0,103.0,0.0,2.3978952727983707
398267.0,0.0,7954259.0,111945.0,0.0,1.0,0.0,0.99,167.0,3.0,163.0,0.0,0.0,931.0,0.0,3.091042453358316
38733.0,0.0,2874632.0,6403.0,0.0,0.0,1561.0,0.0,2.0,0.0,2.0,0.0,0.0,73.0,0.0,3.1780538303479458
11452.0,1.0,5272317.0,36273.0,0.0,0.0,270690.0,0.0,22.0,1.0,21.0,0.0,0.0,1211.0,0.0,2.079441541679836
36806.0,0.0,151850.0,2437.0,1.0,1.0,0.0,1.01,7.0,1.0,5.0,0.0,0.0,4.0,0.0,5.135798437050262
51904.0,1.0,3656527.0,81730.0,0.0,1.0,0.0,0.82,100.0,3.0,86.0,3.0,0.0,398.0,0.0,5.14166355650266
583609.0,1.0,10863601.0,1475061.0,1.0,1.0,0.0,0.78,839.0,5.0,347.0,113.0,0.0,299.0,0.0,2.833213344056216
243556.0,1.0,6602647.0,13345.0,0.0,1.0,0.0,1.05,32.0,2.0,30.0,0.0,0.0,200.0,0.0,3.737669618283368
135890.0,0.0,25006192.0,80048.0,0.0,1.0,0.0,0.8,66.0,4.0,49.0,2.0,0.0,740.0,0.0,4.330733340286331
2213.0,1.0,2253167.0,98417.0,0.0,1.0,0.0,0.93,66.0,2.0,50.0,2.0,0.0,171.0,0.0,4.394449154672439
22987.0,0.0,255258.0,47047.0,1.0,1.0,0.0,0.82,74.0,5.0,69.0,0.0,0.0,105.0,0.0,4.23410650459726
1218386.0,0.0,20145096.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.218875824868201
233638.0,1.0,8599787.0,42871.0,1.0,0.0,69624.0,0.0,25.0,0.0,14.0,5.0,0.0,351.0,0.0,3.49650756146648
186624.0,0.0,14987836.0,24901.0,1.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,4.5217885770490405
214321.0,0.0,3377999.0,5345.0,0.0,2.0,0.0,0.8,16.0,2.0,14.0,0.0,0.0,330.0,0.0,2.5649493574615367
563854.0,0.0,26661543.0,239436.0,0.0,1.0,0.0,0.83,250.0,5.0,228.0,1.0,0.0,210.0,0.0,4.90527477843843
350030.0,1.0,18576680.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.8918202981106265
489544.0,0.0,12582266.0,177422.0,0.0,1.0,0.0,0.93,85.0,5.0,47.0,11.0,0.0,112.0,0.0,2.302585092994046
16654.0,0.0,4708424.0,23244.0,0.0,0.0,148072.0,0.0,23.0,1.0,22.0,0.0,0.0,371.0,0.0,5.811140992976701
773975.0,0.0,14400485.0,24901.0,1.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,2.19722457733622
11527.0,0.0,629947.0,18948.0,0.0,1.0,0.0,1.05,17.0,1.0,15.0,0.0,0.0,63.0,0.0,2.995732273553991
290499.0,0.0,12821615.0,6164.0,1.0,0.0,1011774.0,0.0,11.0,1.0,9.0,0.0,0.0,67.0,0.0,3.218875824868201
44594.0,1.0,404070.0,20972.0,0.0,2.0,0.0,0.91,44.0,4.0,39.0,0.0,0.0,117.0,0.0,3.828641396489095
362917.0,1.0,6113238.0,611853.0,0.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,2.995732273553991
38267.0,0.0,1930865.0,7270.0,0.0,0.0,243.0,0.0,11.0,2.0,9.0,0.0,0.0,19.0,0.0,3.367295829986474
179478.0,0.0,2799514.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,3.784189633918261
135517.0,0.0,19098874.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,5.0238805208462765
6138.0,0.0,548716.0,111490.0,0.0,1.0,0.0,0.86,77.0,1.0,66.0,2.0,0.0,122.0,0.0,2.8903717578961645
237256.0,1.0,8603405.0,42871.0,1.0,0.0,69624.0,0.0,25.0,0.0,14.0,5.0,0.0,351.0,0.0,5.556828061699537
56757.0,1.0,3093772.0,100187.0,0.0,1.0,0.0,1.06,79.0,5.0,64.0,1.0,0.0,114.0,0.0,3.044522437723423
201598.0,1.0,2338606.0,324575.0,1.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,3.218875824868201
28949.0,1.0,1721618.0,199872.0,1.0,1.0,0.0,0.93,260.0,2.0,234.0,8.0,0.0,99.0,0.0,4.3694478524670215
3871.0,1.0,2202533.0,52115.0,1.0,0.0,74.0,0.0,47.0,1.0,35.0,2.0,0.0,216.0,0.0,3.1780538303479458
48128.0,0.0,657598.0,33425.0,0.0,2.0,0.0,0.89,50.0,1.0,40.0,4.0,0.0,1345.0,0.0,2.302585092994046
117893.0,1.0,7579264.0,158239.0,0.0,1.0,0.0,0.89,240.0,2.0,234.0,0.0,0.0,1086.0,0.0,3.091042453358316
50459.0,1.0,1438874.0,95324.0,1.0,1.0,0.0,1.13,56.0,2.0,41.0,3.0,0.0,74.0,0.0,2.19722457733622
1746101.0,0.0,13428359.0,24901.0,0.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,4.6443908991413725
304538.0,1.0,1733861.0,362735.0,0.0,1.0,0.0,0.84,227.0,2.0,135.0,32.0,0.0,294.0,0.0,3.871201010907891
134271.0,0.0,15308731.0,24901.0,1.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,4.0943445622221
7758.0,0.0,583318.0,63863.0,0.0,0.0,43104.0,0.0,49.0,1.0,42.0,1.0,0.0,260.0,0.0,5.337538079701318
226033.0,1.0,2314171.0,324575.0,0.0,1.0,0.0,0.86,338.0,4.0,280.0,18.0,0.0,217.0,0.0,3.5263605246161616
114813.0,1.0,4631220.0,574324.0,1.0,1.0,0.0,0.93,529.0,2.0,401.0,25.0,0.0,132.0,0.0,3.1780538303479458
635892.0,1.0,4358222.0,26488.0,0.0,1.0,0.0,1.18,26.0,1.0,24.0,0.0,0.0,72.0,0.0,3.332204510175204
40825.0,0.0,788328.0,10488.0,0.0,1.0,0.0,0.84,12.0,4.0,7.0,0.0,0.0,333.0,0.0,3.9889840465642745
317227.0,1.0,6067548.0,611853.0,0.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,3.555348061489413
416194.0,0.0,22919042.0,7465.0,1.0,3.0,0.0,0.9067,23.0,2.0,21.0,0.0,0.0,600.0,0.0,2.833213344056216
659383.0,0.0,19622740.0,5269.0,1.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,4.941642422609304
159587.0,0.0,509561.0,57518.0,1.0,0.0,120382.0,0.0,48.0,1.0,37.0,1.0,0.0,225.0,0.0,2.4849066497880004
14926.0,1.0,10347436.0,58915.0,1.0,3.0,0.0,0.93,60.0,3.0,43.0,3.0,0.0,399.0,0.0,1.9459101490553128
360945.0,0.0,19287655.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.060443010546419
4112.0,1.0,393752.0,110683.0,0.0,2.0,0.0,0.925,73.0,2.0,58.0,2.0,0.0,80.0,0.0,2.995732273553991
230204.0,1.0,18696506.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.442651256490317
6094.0,1.0,678271.0,233867.0,0.0,1.0,0.0,1.0,155.0,7.0,113.0,9.0,0.0,204.0,0.0,3.4339872044851463
581412.0,1.0,8947561.0,42871.0,1.0,0.0,69624.0,0.0,25.0,0.0,14.0,5.0,0.0,351.0,0.0,5.37989735354046
49215.0,1.0,25098929.0,66555.0,0.0,1.0,0.0,1.11,57.0,7.0,49.0,0.0,0.0,44.0,0.0,2.5649493574615367
322694.0,1.0,1752017.0,362735.0,0.0,1.0,0.0,0.84,227.0,2.0,135.0,32.0,0.0,294.0,0.0,2.302585092994046
492338.0,0.0,18471019.0,5269.0,0.0,1.0,0.0,0.88,14.0,2.0,12.0,0.0,0.0,84.0,0.0,2.079441541679836
205821.0,1.0,2462124.0,61494.0,0.0,2.0,0.0,0.95,66.0,3.0,58.0,1.0,0.0,34.0,0.0,3.258096538021482
1723932.0,0.0,13450528.0,24901.0,1.0,3.0,0.0,0.99,31.0,3.0,25.0,2.0,0.0,78.0,0.0,3.367295829986474
11127.0,1.0,546857.0,122207.0,1.0,3.0,0.0,0.8433,148.0,1.0,140.0,1.0,0.0,289.0,0.0,3.713572066704308
337872.0,0.0,2049391.0,5668.0,0.0,0.0,17747.0,0.0,4.0,1.0,3.0,0.0,0.0,64.0,0.0,3.828641396489095
277639.0,1.0,3539439.0,363512.0,0.0,1.0,0.0,0.9,362.0,2.0,318.0,16.0,0.0,360.0,0.0,4.31748811353631
17409.0,0.0,1486554.0,29024.0,1.0,1.0,0.0,0.91,21.0,2.0,19.0,0.0,0.0,128.0,0.0,2.4849066497880004
1046968.0,0.0,17879742.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,2.079441541679836
57384.0,0.0,172428.0,2437.0,0.0,1.0,0.0,1.01,7.0,1.0,5.0,0.0,0.0,4.0,0.0,3.871201010907891
332122.0,1.0,6082443.0,611853.0,0.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,4.553876891600541
372054.0,0.0,26203241.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,3.258096538021482
379343.0,0.0,19306053.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,4.890349128221754
508092.0,0.0,26339279.0,448833.0,1.0,2.0,0.0,0.92,446.0,1.0,405.0,6.0,0.0,204.0,0.0,3.4657359027997265
68575.0,0.0,760578.0,10488.0,0.0,1.0,0.0,0.84,12.0,4.0,7.0,0.0,0.0,333.0,0.0,2.3978952727983707
26947.0,0.0,1919545.0,7270.0,0.0,0.0,243.0,0.0,11.0,2.0,9.0,0.0,0.0,19.0,0.0,2.4849066497880004
337932.0,0.0,2957968.0,25167.0,0.0,0.0,1002026.0,0.0,13.0,0.0,5.0,3.0,0.0,50.0,0.0,4.691347882229144
529312.0,0.0,26696085.0,239436.0,0.0,1.0,0.0,0.83,250.0,5.0,228.0,1.0,0.0,210.0,0.0,2.19722457733622
20726.0,0.0,3025182.0,3118.0,0.0,1.0,0.0,0.92,3.0,2.0,0.0,0.0,0.0,36.0,0.0,2.19722457733622
46235.0,1.0,2710581.0,441422.0,1.0,1.0,0.0,0.82,400.0,1.0,332.0,13.0,0.0,86.0,0.0,3.4011973816621555
783360.0,0.0,19710070.0,927611.0,1.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,3.80666248977032
185513.0,0.0,1154277.0,5602.0,1.0,1.0,0.0,0.94,9.0,2.0,7.0,0.0,0.0,104.0,0.0,2.9444389791664403
310334.0,1.0,4826741.0,574324.0,1.0,1.0,0.0,0.93,529.0,2.0,401.0,25.0,0.0,132.0,0.0,4.262679877041316
36840.0,0.0,2564575.0,12239.0,0.0,1.0,0.0,0.6,14.0,1.0,10.0,0.0,0.0,14.0,0.0,3.091042453358316
67931.0,0.0,4960104.0,70638.0,0.0,1.0,0.0,0.95,49.0,2.0,37.0,3.0,0.0,72.0,0.0,2.5649493574615367
1223654.0,0.0,20581104.0,407899.0,1.0,1.0,0.0,0.82,151.0,4.0,68.0,22.0,0.0,275.0,0.0,2.6390573296152584
233136.0,0.0,4163395.0,24238.0,1.0,1.0,0.0,0.84,36.0,1.0,35.0,0.0,0.0,40.0,0.0,3.912023005428146
278503.0,1.0,6028824.0,611853.0,0.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,4.007333185232471
425328.0,0.0,23988797.0,429238.0,0.0,1.0,0.0,0.76,302.0,5.0,200.0,20.0,0.0,238.0,0.0,3.4657359027997265
11437.0,1.0,2239517.0,98417.0,1.0,1.0,0.0,0.93,66.0,2.0,50.0,2.0,0.0,171.0,0.0,3.737669618283368
1178279.0,0.0,17748431.0,927611.0,0.0,1.0,0.0,0.86,614.0,3.0,475.0,27.0,0.0,168.0,0.0,5.099866427824199
9319.0,1.0,3173973.0,164464.0,1.0,1.0,0.0,1.04,151.0,3.0,133.0,4.0,0.0,52.0,0.0,3.4011973816621555
270934.0,1.0,6122035.0,9017.0,0.0,1.0,0.0,0.76,9.0,1.0,7.0,0.0,0.0,79.0,0.0,4.330733340286331
67835.0,0.0,5454350.0,9999.0,0.0,0.0,200389.0,0.0,7.0,1.0,6.0,0.0,0.0,42.0,0.0,1.9459101490553128
335031.0,0.0,555617.0,22419.0,1.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,5.765191102784844
380916.0,0.0,24042978.0,19262.0,1.0,1.0,0.0,0.99,8.0,1.0,6.0,0.0,0.0,49.0,0.0,2.8903717578961645
394303.0,0.0,614889.0,22419.0,1.0,0.0,197585.0,0.0,17.0,2.0,9.0,2.0,0.0,203.0,0.0,2.302585092994046
43706.0,1.0,81321.0,157128.0,0.0,1.0,0.0,1.24,88.0,4.0,59.0,3.0,0.0,94.0,0.0,4.406719247264253
263899.0,1.0,6014220.0,611853.0,1.0,2.0,0.0,0.78,517.0,2.0,306.0,45.0,0.0,115.0,0.0,3.1780538303479458
41605.0,0.0,660025.0,18948.0,1.0,1.0,0.0,1.05,17.0,1.0,15.0,0.0,0.0,63.0,0.0,2.079441541679836
