gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,replication_timing
ENSG00000116560,SFPQ,chr1,35176378,35193446,-1,2,0,1.045,38,1,37,0,1.0,241.0,1.0,54.291361111111115
ENSG00000146463,ZMYM4,chr1,35268667,35422058,1,1,0,0.85,99,1,74,4,0.0,63.0,0.0,62.119231818181824
ENSG00000142687,KIAA0319L,chr1,35393883,35557950,-1,1,0,0.78,147,4,126,0,0.0,195.0,0.0,65.75776181818182
ENSG00000020129,NCDN,chr1,35557456,35567274,1,1,0,0.78,27,2,25,0,0.0,94.0,0.0,68.27036363636363
ENSG00000116819,TFAP2E,chr1,35573314,35595328,1,2,0,0.815,35,2,19,2,0.0,57.0,0.0,68.74267391304349
ENSG00000126067,PSMB2,chr1,35599541,35641526,-1,1,0,1.04,41,1,36,1,0.0,140.0,0.0,69.46812325581395
ENSG00000142686,C1orf216,chr1,35713875,35718894,-1,1,0,0.88,12,1,11,0,0.0,19.0,0.0,71.28116666666666
ENSG00000092853,CLSPN,chr1,35720218,35770002,-1,1,0,0.76,36,2,26,1,0.0,117.0,0.0,71.62527254901961
ENSG00000134698,AGO4,chr1,35808016,35857890,1,1,0,1.25,36,1,32,0,0.0,168.0,0.0,72.08417450980392
ENSG00000092847,AGO1,chr1,35869808,35930532,1,2,0,0.705,55,2,46,3,0.0,175.0,0.0,72.7335112903226
ENSG00000126070,AGO3,chr1,35930696,36072500,1,1,0,0.94,79,2,50,4,0.0,62.0,0.0,74.00004545454546
ENSG00000092850,TEKT2,chr1,36084094,36088278,1,1,0,0.87,12,1,11,0,0.0,133.0,0.0,74.19964
ENSG00000116863,ADPRS,chr1,36088878,36093932,1,1,0,1.03,12,1,11,0,,,,74.19703333333332
ENSG00000171812,COL8A2,chr1,36095239,36125222,-1,1,0,0.84,51,2,47,0,0.0,155.0,0.0,74.22423870967742
ENSG00000054116,TRAPPC3,chr1,36136570,36156053,-1,2,0,0.985,32,3,29,0,0.0,26.0,0.0,74.434205
ENSG00000116871,MAP7D1,chr1,36155579,36180849,1,3,0,0.89,57,3,53,0,0.0,61.0,0.0,74.64532692307692
ENSG00000054118,THRAP3,chr1,36224392,36305376,1,1,0,0.99,97,2,91,0,0.0,173.0,0.0,74.81831829268293
ENSG00000214193,SH3D21,chr1,36306368,36329340,1,2,0,0.75,31,4,27,0,0.0,43.0,0.0,74.69223333333333
ENSG00000142694,EVA1B,chr1,36322030,36324154,-1,1,0,0.73,7,2,5,0,0.0,30.0,0.0,74.71203333333334
ENSG00000196182,STK40,chr1,36339620,36385927,-1,2,0,0.855,85,1,83,0,0.0,125.0,0.0,75.22248085106384
ENSG00000181817,LSM10,chr1,36391238,36397945,-1,1,0,0.96,9,1,8,0,0.0,36.0,0.0,75.7348375
ENSG00000116885,OSCP1,chr1,36415827,36450451,-1,1,0,0.79,41,3,35,0,0.0,161.0,0.0,76.02258285714287
ENSG00000116898,MRPS15,chr1,36455718,36464418,-1,1,0,0.94,13,1,12,0,0.0,68.0,0.0,75.8843
ENSG00000119535,CSF3R,chr1,36465669,36483322,-1,0,1139,,37,3,29,0,3.0,571.0,1.0,75.67779999999999
ENSG00000163873,GRIK3,chr1,36795527,37034515,-1,1,0,0.94,233,2,170,16,0.0,145.0,0.0,75.33642958333333
ENSG00000163874,ZC3H12A,chr1,37474496,37484379,1,1,0,1.05,28,2,26,0,0.0,527.0,0.0,50.11879999999999
ENSG00000163875,MEAF6,chr1,37489993,37514806,-1,1,0,1.13,23,3,18,0,0.0,52.0,0.0,50.232726923076925
ENSG00000163877,SNIP1,chr1,37534449,37554293,-1,1,0,1.02,19,1,13,0,0.0,107.0,0.0,50.663428571428575
ENSG00000163879,DNALI1,chr1,37556919,37566857,1,1,0,0.75,21,1,14,0,0.0,262.0,0.0,51.044836363636364
ENSG00000134697,GNL2,chr1,37566815,37595955,-1,1,0,1.21,23,1,20,0,0.0,93.0,0.0,51.68370333333334
ENSG00000169218,RSPO1,chr1,37610802,37635604,-1,1,0,0.76,29,2,23,1,0.0,249.0,0.0,53.76713461538463
ENSG00000116922,AIRIM,chr1,37681570,37692296,-1,2,0,0.85,17,2,14,0,0.0,31.0,0.0,58.267
ENSG00000134690,CDCA8,chr1,37692481,37709719,1,1,0,0.73,11,1,9,1,0.0,174.0,0.0,59.321184210526326
ENSG00000183317,EPHA10,chr1,37713880,37765133,-1,4,0,0.8325,59,2,36,6,0.0,88.0,0.0,62.04564807692307
ENSG00000185090,MANEAL,chr1,37793847,37804557,1,1,0,0.84,16,3,7,0,0.0,32.0,0.0,65.54158333333334
ENSG00000196449,YRDC,chr1,37802945,37808208,-1,1,0,0.92,7,3,2,0,0.0,70.0,0.0,65.83058333333334
ENSG00000197982,C1orf122,chr1,37806979,37809454,1,1,0,0.92,8,3,5,0,0.0,24.0,0.0,65.94786666666666
ENSG00000188786,MTF1,chr1,37809574,37859614,-1,1,0,0.7,56,1,50,1,0.0,200.0,0.0,67.07526470588236
ENSG00000204084,INPP5B,chr1,37860696,37947077,-1,1,0,0.99,97,4,76,1,0.0,239.0,0.0,69.30992988505746
ENSG00000183431,SF3A3,chr1,37956975,37990517,-1,1,0,0.76,28,1,15,2,0.0,72.0,0.0,71.08165428571428
ENSG00000183386,FHL3,chr1,37994394,38006380,-1,2,0,0.845,29,1,28,0,0.0,96.0,0.0,71.65976153846154
ENSG00000183520,UTP11,chr1,38009111,38024820,1,1,0,0.88,27,1,24,0,0.0,53.0,0.0,71.99948235294117
ENSG00000185668,POU3F1,chr1,38043829,38046793,-1,1,0,1.05,8,1,7,0,0.0,132.0,0.0,72.473275
ENSG00000116954,RRAGC,chr1,38838198,38859772,-1,1,0,1.05,19,1,16,1,0.0,209.0,0.0,59.02167391304347
ENSG00000214114,MYCBP,chr1,38862493,38873378,-1,1,0,0.8,12,1,11,0,0.0,83.0,0.0,58.3714
ENSG00000274944,,chr1,38864501,38881617,-1,1,0,0.8,16,2,12,1,0.0,0.0,0.0,58.203838888888896
ENSG00000131233,GJA9,chr1,38874069,38881587,-1,0,392,,6,1,3,1,0.0,28.0,0.0,58.08224444444444
ENSG00000158315,RHBDL2,chr1,38885807,38941830,-1,0,12130,,47,1,34,4,0.0,197.0,0.0,57.58362280701755
ENSG00000174574,AKIRIN1,chr1,38991272,39006059,1,1,0,0.85,26,1,25,0,0.0,26.0,0.0,58.15406875
ENSG00000168653,NDUFS5,chr1,39026318,39034636,1,0,34719,,10,1,7,0,0.0,199.0,0.0,58.749900000000004
ENSG00000127603,MACF1,chr1,39081316,39487177,1,3,0,0.98,470,6,436,0,0.0,212.0,0.0,68.11758599508599
ENSG00000183682,BMP8A,chr1,39491069,39529869,1,2,0,0.91,52,4,39,2,0.0,187.0,0.0,79.0648075
ENSG00000090621,PABPC4,chr1,39560709,39576868,-1,1,0,1.32,30,5,25,0,0.0,116.0,0.0,80.05129411764706
ENSG00000163909,HEYL,chr1,39623435,39639643,-1,1,0,0.92,33,2,29,0,0.0,80.0,0.0,78.05213888888889
ENSG00000116981,NT5C1A,chr1,39651229,39673328,-1,1,0,0.74,32,1,27,3,0.0,150.0,0.0,76.51641304347828
ENSG00000116983,HPCAL4,chr1,39678648,39691485,-1,2,0,0.75,23,1,22,0,0.0,55.0,0.0,75.38533076923078
ENSG00000084072,PPIE,chr1,39692182,39763914,1,2,0,0.795,83,4,55,3,0.0,73.0,0.0,73.61797397260273
ENSG00000116985,BMP8B,chr1,39757182,39788865,-1,2,0,0.96,37,2,17,3,0.0,201.0,0.0,72.07404545454547
ENSG00000198754,OXCT2,chr1,39769523,39771348,-1,1,0,0.84,3,1,0,0,0.0,21.0,0.0,72.1434
ENSG00000043514,TRIT1,chr1,39838110,39883511,-1,1,0,0.82,50,2,46,0,0.0,120.0,0.0,70.11381489361703
ENSG00000116990,MYCL,chr1,39895428,39902256,-1,1,0,0.91,18,1,17,0,0.0,259.0,0.0,70.0825625
ENSG00000168389,MFSD2A,chr1,39955112,39969968,1,1,0,0.76,32,1,30,0,0.0,194.0,0.0,71.4556875
ENSG00000131236,CAP1,chr1,40039735,40072767,1,1,0,0.73,49,2,44,0,0.0,492.0,0.0,71.97924705882352
ENSG00000131238,PPT1,chr1,40072710,40097267,-1,1,0,0.93,32,1,27,0,0.0,315.0,0.0,71.202348
ENSG00000117000,RLF,chr1,40161387,40240921,1,1,0,0.84,62,1,38,2,0.0,29.0,0.0,69.97160740740742
ENSG00000188800,TMCO2,chr1,40245947,40251684,1,0,6030,,7,0,4,0,0.0,4.0,0.0,71.5064
ENSG00000084073,ZMPSTE24,chr1,40258041,40294180,1,1,0,1.11,31,1,26,1,0.0,402.0,0.0,72.49076486486487
ENSG00000049089,COL9A2,chr1,40300487,40317813,-1,4,0,0.7525,41,1,39,0,0.0,266.0,0.0,73.2572947368421
ENSG00000084070,SMAP2,chr1,40344850,40423326,1,1,0,0.7,107,3,92,0,0.0,162.0,0.0,72.40743544303795
ENSG00000187801,ZFP69B,chr1,40450053,40464142,1,1,0,0.88,11,2,7,0,0.0,23.0,0.0,71.26190666666668
ENSG00000187815,ZFP69,chr1,40477233,40496530,1,1,0,0.8,10,2,5,0,0.0,61.0,0.0,71.50656190476191
ENSG00000164002,EXO5,chr1,40508441,40517724,1,1,0,0.86,4,1,3,0,0.0,117.0,0.0,71.92935454545456
ENSG00000117010,ZNF684,chr1,40531573,40548168,1,1,0,0.92,13,1,9,0,0.0,16.0,0.0,72.37363529411765
ENSG00000117016,RIMS3,chr1,40620679,40665690,-1,2,0,0.82,81,4,70,0,0.0,56.0,0.0,72.25476956521739
ENSG00000066136,NFYC,chr1,40691570,40771606,1,1,0,0.92,106,5,97,0,0.0,82.0,0.0,73.21843209876543
ENSG00000117013,KCNQ4,chr1,40783675,40840452,1,5,0,0.846,100,3,82,3,0.0,259.0,0.0,74.31893859649124
ENSG00000179862,CITED4,chr1,40861054,40862363,-1,1,0,0.9,5,1,4,0,0.0,49.0,0.0,73.40255
ENSG00000171793,CTPS1,chr1,40979300,41012565,1,1,0,0.98,43,5,37,0,0.0,129.0,0.0,69.15484571428571
ENSG00000171790,SLFNL1,chr1,41015589,41024551,-1,1,0,0.81,19,0,16,0,0.0,24.0,0.0,68.86541
ENSG00000010803,SCMH1,chr1,41027202,41242306,-1,1,0,0.9,157,2,109,7,0.0,221.0,0.0,69.4592175925926
ENSG00000204060,FOXO6,chr1,41361922,41383590,1,3,0,0.86,51,2,48,0,0.0,133.0,0.0,72.09688260869565
ENSG00000127129,EDN2,chr1,41478774,41484686,-1,0,11493,,14,1,13,0,0.0,180.0,0.0,68.3095857142857
ENSG00000127124,HIVEP3,chr1,41506365,42035925,-1,4,0,0.8725,677,3,627,10,0.0,160.0,0.0,59.66583389830509
ENSG00000284895,,chr1,41585306,41628816,-1,0,32893,,54,0,51,0,0.0,8.0,0.0,64.26369777777776
ENSG00000044012,GUCA2B,chr1,42153410,42155820,1,0,7390,,3,1,2,0,0.0,192.0,0.0,41.226524999999995
ENSG00000197273,GUCA2A,chr1,42162690,42164745,-1,0,16670,,6,1,5,0,0.0,86.0,0.0,40.8889
ENSG00000198815,FOXJ3,chr1,42176535,42335913,-1,1,0,0.91,145,4,124,0,0.0,140.0,0.0,41.403288125
ENSG00000177181,RIMKLA,chr1,42380792,42424232,1,1,0,1.01,39,1,34,1,0.0,30.0,0.0,43.06054772727273
ENSG00000066185,ZMYND12,chr1,42430329,42456253,-1,1,0,0.93,24,1,14,3,0.0,63.0,0.0,43.41181851851853
ENSG00000127125,PPCS,chr1,42456117,42473385,1,2,0,0.93,18,4,12,0,0.0,41.0,0.0,43.944205555555556
ENSG00000186409,CCDC30,chr1,42463221,42657190,1,1,0,0.93,91,2,38,14,0.0,36.0,0.0,47.12320769230769
ENSG00000171960,PPIH,chr1,42658185,42676758,1,1,0,0.84,15,3,12,0,0.0,59.0,0.0,47.759645
ENSG00000065978,YBX1,chr1,42682408,42703805,1,1,0,1.01,35,1,29,1,0.0,383.0,0.0,47.75496086956523
ENSG00000164007,CLDN19,chr1,42733093,42740254,-1,1,0,0.67,15,1,12,0,0.0,155.0,0.0,49.0533875
ENSG00000117385,P3H1,chr1,42746335,42767084,-1,1,0,0.85,34,1,33,0,0.0,233.0,0.0,50.190504545454544
ENSG00000164008,C1orf50,chr1,42767245,42779491,1,1,0,0.85,14,2,8,0,0.0,23.0,0.0,51.25383846153847
ENSG00000283580,,chr1,42767292,42794493,1,2,0,0.845,30,3,19,1,0.0,0.0,0.0,51.753507142857146
ENSG00000274386,TMEM269,chr1,42784991,42816619,1,1,0,0.84,27,1,22,0,0.0,8.0,0.0,53.06688484848485
ENSG00000177868,SVBP,chr1,42807040,42817397,-1,1,0,0.79,11,3,6,0,0.0,50.0,0.0,53.73152727272727
ENSG00000164010,ERMAP,chr1,42817078,42845907,1,1,0,0.79,47,3,37,2,0.0,190.0,0.0,54.67410333333334
ENSG00000164011,ZNF691,chr1,42846573,42852477,1,1,0,0.81,12,1,10,0,0.0,12.0,0.0,55.35496666666666
ENSG00000117394,SLC2A1,chr1,42925353,42958893,-1,1,0,0.87,88,3,85,0,0.0,1423.0,0.0,57.14077714285715
ENSG00000186973,CFAP144,chr1,43145153,43156396,1,1,0,0.84,10,2,5,1,0.0,32.0,0.0,70.08678333333333
ENSG00000117395,EBNA1BP2,chr1,43164175,43270936,-1,1,0,0.88,106,5,75,4,0.0,566.0,0.0,71.73680462962963
ENSG00000243710,CFAP57,chr1,43172330,43254358,1,1,0,0.88,80,2,56,3,0.0,158.0,0.0,71.66961807228915
ENSG00000179178,TMEM125,chr1,43269979,43274007,1,1,0,0.7,12,1,11,0,0.0,45.0,0.0,72.72728
ENSG00000253313,C1orf210,chr1,43281866,43285908,-1,0,8708,,8,2,5,0,0.0,25.0,0.0,72.90134
ENSG00000066056,TIE1,chr1,43300971,43323108,1,1,0,0.91,40,1,35,0,0.0,253.0,0.0,73.20845217391306
ENSG00000117400,MPL,chr1,43337808,43354466,1,1,0,0.81,24,1,19,0,5.0,666.0,1.0,73.3261705882353
ENSG00000117399,CDC20,chr1,43358928,43363207,1,1,0,0.82,9,2,6,0,0.0,330.0,0.0,73.26532
ENSG00000066322,ELOVL1,chr1,43363396,43368075,-1,2,0,0.755,11,2,9,0,0.0,107.0,0.0,73.23066666666666
ENSG00000159479,MED8,chr1,43383917,43389808,-1,1,0,0.85,6,1,5,0,0.0,54.0,0.0,72.96581428571429
ENSG00000198198,SZT2,chr1,43389882,43454247,1,2,0,0.98,86,3,68,1,0.0,178.0,0.0,72.1640769230769
ENSG00000178922,HYI,chr1,43450607,43453999,-1,1,0,1.11,11,1,10,0,0.0,44.0,0.0,71.3029
ENSG00000142949,PTPRF,chr1,43525086,43626579,1,5,0,0.834,173,1,147,6,0.0,210.0,0.0,68.19805922330099
ENSG00000066135,KDM4A,chr1,43649256,43705518,1,1,0,0.77,49,3,42,0,0.0,189.0,0.0,67.20253793103448
ENSG00000284989,,chr1,43650149,43931014,1,2,0,0.94,303,9,263,5,0.0,0.0,0.0,66.08733687943263
ENSG00000126091,ST3GAL3,chr1,43705824,43931167,1,1,0,1.11,257,6,224,5,0.0,130.0,0.0,65.81053539823009
ENSG00000117407,ARTN,chr1,43933320,43937244,1,2,0,0.755,12,7,5,0,0.0,468.0,0.0,66.93744000000001
ENSG00000117408,IPO13,chr1,43946830,43968024,1,1,0,0.85,31,1,29,0,0.0,64.0,0.0,67.01044545454546
ENSG00000132768,DPH2,chr1,43969978,43973373,1,1,0,0.7,9,1,8,0,0.0,53.0,0.0,66.94575
ENSG00000117410,ATP6V0B,chr1,43974487,43978295,1,1,0,0.93,10,2,8,0,0.0,58.0,0.0,66.90396
ENSG00000117411,B4GALT2,chr1,43978943,43991173,1,1,0,0.9,26,2,21,0,0.0,49.0,0.0,66.79757692307693
ENSG00000159214,CCDC24,chr1,43991359,43996529,1,1,0,0.78,12,1,11,0,0.0,17.0,0.0,66.67139999999999
ENSG00000196517,SLC6A9,chr1,43991500,44031467,-1,2,0,0.845,74,7,63,1,0.0,168.0,0.0,66.38503499999999
ENSG00000171872,KLF17,chr1,44118821,44135140,1,0,15094,,10,1,3,1,0.0,60.0,0.0,66.88730000000001
ENSG00000283039,KLF18,chr1,44137821,44141631,-1,0,34094,,1,0,0,0,0.0,2.0,0.0,67.33381999999999
ENSG00000178028,DMAP1,chr1,44213427,44220681,1,1,0,0.74,12,2,9,0,0.0,45.0,0.0,70.11977777777778
ENSG00000117419,ERI3,chr1,44221070,44355267,-1,1,0,0.94,201,2,176,2,0.0,31.0,0.0,72.49638444444446
ENSG00000187147,RNF220,chr1,44405185,44651724,1,4,0,0.985,318,1,303,1,0.0,117.0,0.0,75.75689959677419
ENSG00000126106,TMEM53,chr1,44635238,44674481,-1,2,0,0.705,66,1,61,2,0.0,277.0,0.0,70.597335
ENSG00000198520,ARMH1,chr1,44674692,44725591,1,2,0,0.725,76,2,61,1,0.0,497.0,0.0,67.80685192307692
ENSG00000142945,KIF2C,chr1,44739817,44767767,1,1,0,1.14,25,2,16,1,0.0,188.0,0.0,65.33933448275862
ENSG00000142937,RPS8,chr1,44775251,44778779,1,1,0,0.9,10,6,4,0,0.0,72.0,0.0,64.78566
ENSG00000142959,BEST4,chr1,44781836,44791550,-1,2,0,0.915,22,0,20,0,0.0,32.0,0.0,64.66875454545453
ENSG00000173846,PLK3,chr1,44800346,44805995,1,1,0,0.89,17,1,16,0,0.0,196.0,0.0,64.6148
ENSG00000188396,DYNLT4,chr1,44805888,44807417,-1,1,0,0.84,6,1,5,0,0.0,75.0,0.0,64.6243
ENSG00000222009,BTBD19,chr1,44808523,44817381,1,1,0,0.76,25,1,24,0,0.0,98.0,0.0,64.66552222222224
ENSG00000117425,PTCH2,chr1,44819154,44843253,-1,1,0,0.81,48,5,41,0,0.0,366.0,0.0,64.905936
ENSG00000070785,EIF2B3,chr1,44850522,44986722,-1,1,0,0.81,89,1,69,5,0.0,195.0,0.0,67.82787372262776
ENSG00000126107,HECTD3,chr1,45002540,45011369,-1,1,0,0.78,15,3,11,0,0.0,62.0,0.0,72.27084444444445
ENSG00000126088,UROD,chr1,45010950,45015575,1,1,0,0.78,13,4,9,0,0.0,946.0,0.0,72.69851666666666
ENSG00000162415,ZSWIM5,chr1,45016395,45306209,-1,2,0,0.92,211,3,124,18,0.0,65.0,0.0,80.51107766323024
ENSG00000186603,HPDL,chr1,45326895,45328710,1,1,0,0.88,6,1,5,0,0.0,86.0,0.0,81.78333333333333
ENSG00000132781,MUTYH,chr1,45329163,45340893,-1,1,0,1.1,20,3,16,0,7.0,445.0,1.0,81.52340000000001
ENSG00000288208,,chr1,45329262,45491155,-1,2,0,0.93,144,4,113,3,0.0,0.0,0.0,77.27829447852761
ENSG00000132773,TOE1,chr1,45340012,45343976,1,1,0,1.1,4,2,2,0,0.0,72.0,0.0,81.24620000000002
ENSG00000070759,TESK2,chr1,45343877,45491203,-1,1,0,0.76,123,1,96,3,0.0,63.0,0.0,76.8520695945946
ENSG00000280670,CCDC163,chr1,45493866,45500163,-1,1,0,0.92,9,1,7,0,0.0,14.0,0.0,72.15831428571428
ENSG00000132763,MMACHC,chr1,45500300,45513382,1,1,0,0.92,25,1,22,0,0.0,90.0,0.0,71.80185000000002
ENSG00000117450,PRDX1,chr1,45510914,45542816,-1,1,0,0.86,52,3,43,0,0.0,696.0,0.0,71.24215151515152
ENSG00000117448,AKR1A1,chr1,45550475,45570051,1,1,0,0.85,21,3,17,0,0.0,478.0,0.0,70.7942
ENSG00000132780,NASP,chr1,45583581,45618905,1,1,0,0.8,46,2,36,1,0.0,76.0,0.0,70.78824444444444
ENSG00000159588,CCDC17,chr1,45620044,45624058,-1,1,0,0.8,13,0,13,0,0.0,28.0,0.0,70.8318
ENSG00000159592,GPBP1L1,chr1,45627284,45688408,-1,1,0,0.88,59,3,52,0,0.0,34.0,0.0,70.79201935483871
ENSG00000159596,TMEM69,chr1,45688149,45694443,1,0,741,,6,1,4,0,0.0,16.0,0.0,70.67544285714285
ENSG00000197429,IPP,chr1,45694324,45750653,-1,1,0,1.04,33,1,19,2,0.0,137.0,0.0,70.66378965517241
ENSG00000086015,MAST2,chr1,45786987,46036228,1,1,0,1.08,222,3,193,2,0.0,122.0,0.0,76.3180772
ENSG00000117461,PIK3R3,chr1,46040140,46133338,-1,1,0,0.82,82,3,65,2,0.0,409.0,0.0,79.5879085106383
ENSG00000278139,P3R3URF-PIK3R3,chr1,46043661,46176488,-1,2,0,0.91,133,5,105,4,0.0,0.0,0.0,79.22000300751878
ENSG00000117472,TSPAN1,chr1,46173794,46185968,1,0,6534,,29,1,25,1,0.0,123.0,0.0,77.87647692307694
ENSG00000250719,P3R3URF,chr1,46175486,46176488,-1,0,8226,,2,0,2,0,0.0,5.0,0.0,77.9848
ENSG00000085998,POMGNT1,chr1,46188681,46220305,-1,1,0,0.79,39,4,32,1,0.0,228.0,0.0,77.31260625
ENSG00000171357,LURAP1,chr1,46203334,46221256,1,1,0,0.79,18,2,14,1,0.0,15.0,0.0,77.14789473684212
ENSG00000085999,RAD54L,chr1,46246461,46278482,1,1,0,1.02,35,1,17,2,0.0,170.0,0.0,76.19313636363637
ENSG00000132128,LRRC41,chr1,46261196,46303616,-1,1,0,0.82,62,2,37,2,0.0,41.0,0.0,75.81753636363636
ENSG00000173660,UQCRH,chr1,46300900,46316796,1,1,0,0.82,35,2,24,1,0.0,65.0,0.0,75.32719411764707
ENSG00000117481,NSUN4,chr1,46340719,46369218,1,1,0,1.05,28,3,19,0,0.0,67.0,0.0,74.42192068965518
ENSG00000117480,FAAH,chr1,46394265,46415754,1,1,0,0.93,38,1,36,0,0.0,440.0,0.0,73.45358260869565
ENSG00000197587,DMBX1,chr1,46489822,46516218,1,1,0,0.81,37,2,11,5,0.0,522.0,0.0,72.8613111111111
ENSG00000282881,TMEM275,chr1,46532166,46544566,-1,2,0,0.91,22,1,10,5,0.0,3.0,0.0,73.56742142857142
ENSG00000162456,KNCN,chr1,46545641,46551647,-1,0,1181,,17,1,16,0,0.0,11.0,0.0,73.91114285714285
ENSG00000079277,MKNK1,chr1,46557407,46616843,-1,3,0,0.8633,78,5,65,0,0.0,154.0,0.0,75.77388524590164
ENSG00000142961,MOB3C,chr1,46607719,46616862,-1,2,0,0.9,17,3,14,0,0.0,20.0,0.0,77.29444
ENSG00000123472,ATPAF1,chr1,46632071,46673867,-1,1,0,1.03,38,2,26,1,0.0,55.0,0.0,79.89062093023257
ENSG00000186118,TEX38,chr1,46668855,46673594,1,0,132,,5,0,5,0,0.0,101.0,0.0,80.95201666666667
ENSG00000159658,EFCAB14,chr1,46674659,46719146,-1,1,0,0.96,43,1,37,1,0.0,92.0,0.0,81.94958
ENSG00000142973,CYP4B1,chr1,46757838,46819413,1,0,38427,,47,1,38,0,0.0,113.0,0.0,81.72085161290322
ENSG00000187048,CYP4A11,chr1,46928862,46941594,-1,0,81960,,7,1,2,1,0.0,192.0,0.0,78.88661428571427
ENSG00000186377,CYP4X1,chr1,47023666,47050751,1,1,0,0.83,17,1,14,0,0.0,69.0,0.0,77.87559642857141
ENSG00000186160,CYP4Z1,chr1,47067231,47118318,1,0,43270,,18,0,6,3,0.0,59.0,0.0,76.47734038461539
ENSG00000162365,CYP4A22,chr1,47137419,47149742,1,0,75566,,8,1,3,3,0.0,143.0,0.0,74.41580714285715
ENSG00000162366,PDZK1IP1,chr1,47183582,47191398,-1,0,33910,,24,3,20,0,0.0,207.0,0.0,72.0060875
ENSG00000162367,TAL1,chr1,47216290,47232225,-1,2,0,0.965,43,4,34,2,0.0,647.0,0.0,69.82865294117647
ENSG00000123473,STIL,chr1,47250139,47314892,-1,1,0,1.04,39,3,23,2,0.0,281.0,0.0,67.05375909090911
ENSG00000162368,CMPK1,chr1,47333790,47394866,1,1,0,1.0,48,1,24,5,0.0,1678.0,0.0,66.27827580645162
ENSG00000186790,FOXE3,chr1,47416285,47418052,1,1,0,1.19,6,1,0,0,0.0,751.0,0.0,67.916
ENSG00000186564,FOXD2,chr1,47438044,47440691,1,1,0,0.97,10,1,9,0,0.0,257.0,0.0,69.097775
ENSG00000269113,TRABD2B,chr1,47760528,47997385,-1,3,0,0.9133,321,2,276,6,0.0,36.0,0.0,77.24841898734176
ENSG00000117834,SLC5A9,chr1,48222685,48248644,1,0,222988,,27,1,19,4,0.0,74.0,0.0,55.062444444444445
ENSG00000132122,SPATA6,chr1,48295373,48472279,-1,1,0,0.91,78,2,34,6,0.0,241.0,0.0,48.00259213483146
ENSG00000186094,AGBL4,chr1,48532854,50023954,-1,3,0,0.84,697,4,412,70,0.0,238.0,0.0,24.495741058271932
ENSG00000162373,BEND5,chr1,48727519,48776969,-1,1,0,0.84,55,1,48,1,0.0,62.0,0.0,32.892858000000004
ENSG00000162374,ELAVL4,chr1,50024029,50203772,1,2,0,0.875,113,8,76,7,0.0,177.0,0.0,19.048348618784534
ENSG00000142700,DMRTA2,chr1,50417550,50423468,-1,2,0,0.835,16,2,14,0,0.0,73.0,0.0,30.532066666666665
ENSG00000185104,FAF1,chr1,50437028,50960279,-1,1,0,1.23,316,2,197,23,0.0,243.0,0.0,47.12147671755725
ENSG00000123080,CDKN2C,chr1,50960745,50974634,1,1,0,0.89,29,3,23,1,2.0,430.0,1.0,55.85852666666667
ENSG00000204006,C1orf185,chr1,51102221,51148086,1,0,88009,,21,0,7,2,0.0,25.0,0.0,54.36216382978724
ENSG00000123091,RNF11,chr1,51235625,51273447,1,1,0,0.93,46,1,33,1,0.0,68.0,0.0,62.141486842105245
ENSG00000085831,TTC39A,chr1,51287258,51345116,-1,2,0,0.895,97,8,72,2,0.0,89.0,0.0,65.65011355932204
ENSG00000085832,EPS15,chr1,51354263,51519387,-1,1,0,0.88,129,1,95,2,1.0,312.0,1.0,69.28818012048193
ENSG00000117859,OSBPL9,chr1,51577179,51798427,1,2,0,0.8,228,5,195,2,0.0,59.0,0.0,71.42854684684686
ENSG00000078618,NRDC,chr1,51787517,51878805,-1,1,0,1.0,84,4,65,1,0.0,119.0,0.0,73.40451956521738
ENSG00000169213,RAB3B,chr1,51907956,51990700,-1,1,0,0.89,98,1,84,3,0.0,100.0,0.0,74.44262261904763
ENSG00000117862,TXNDC12,chr1,52020130,52055772,-1,2,0,0.975,30,5,18,0,0.0,117.0,0.0,77.61996216216217
ENSG00000285839,,chr1,52020153,52033350,-1,1,0,0.95,13,2,10,0,0.0,0.0,0.0,77.50735714285715
ENSG00000198841,KTI12,chr1,52032103,52033810,-1,1,0,0.95,6,3,3,0,0.0,6.0,0.0,77.6205
ENSG00000134717,BTF3L4,chr1,52056199,52090716,1,1,0,0.8,27,1,16,2,0.0,26.0,0.0,77.31323611111112
ENSG00000157077,ZFYVE9,chr1,52141888,52348671,1,1,0,0.97,149,5,95,7,0.0,125.0,0.0,72.48581923076924
ENSG00000154222,CC2D1B,chr1,52345723,52366318,-1,1,0,0.94,27,2,20,0,0.0,54.0,0.0,72.37131904761905
ENSG00000085840,ORC1,chr1,52372010,52404471,-1,1,0,1.0,15,1,10,1,0.0,110.0,0.0,71.71961212121211
ENSG00000134748,PRPF38A,chr1,52404060,52420836,1,1,0,1.0,9,1,8,0,0.0,22.0,0.0,71.09686111111111
ENSG00000134744,TUT4,chr1,52408282,52553487,-1,1,0,0.86,99,2,67,3,0.0,68.0,0.0,70.4766006849315
ENSG00000116157,GPX7,chr1,52602371,52609051,1,1,0,1.05,11,1,10,0,0.0,159.0,0.0,72.10467500000001
