patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,chrom_int
P2,ILRUN,chr6,52.0,-0.01899900366896854,12,3.970291913552122,0.9371504268472182,69623,1303999.0,109593,1,1,0,0.94,140,4,122,1,0.0,183.0,0,3,58.0,2.0,1858.0,0.0,5
P2,BLTP3A,chr6,13.0,-0.022204251490790076,8,2.6390573296152584,0.36473358846040627,17178,1451646.0,85431,1,1,0,0.99,76,1,64,2,0.0,128.0,0,3,59.0,2.0,941.0,0.0,5
P2,TAF11,chr6,18.0,0.009588215909998027,16,2.9444389791664403,0.5565204592287313,47429,1518504.0,11730,0,2,0,0.84,14,3,6,0,0.0,44.0,0,3,58.0,2.0,556.0,0.0,5
P2,ANKS1A,chr6,51.0,-0.007220312400868355,4,3.9512437185814275,0.9356785398881365,576,1566560.0,202178,0,1,0,0.76,280,3,270,0,0.0,87.0,0,3,59.0,2.0,1523.0,0.0,5
P2,TULP1,chr6,18.0,-0.02583046705145709,14,2.9444389791664403,0.5565204592287313,4116,1653140.0,15022,1,2,0,0.775,26,1,19,0,0.0,329.0,0,3,59.0,2.0,1843.0,0.0,5
P2,CLPS,chr6,12.0,0.12262716732187824,2,2.5649493574615367,0.32057697968795995,2717,1369184.0,3269,1,0,7845,,9,1,8,0,0.0,91.0,0,3,56.0,2.0,662.0,0.0,5
P2,BTBD9,chr6,8.0,0.130747871207686,6,2.1972245773362196,0.14085958198410362,376745,1093275.0,471721,0,1,0,0.98,461,3,359,18,0.0,88.0,0,3,58.0,2.0,977.0,0.0,5
P2,TOMM6,chr6,19.0,-0.04388438290937368,3,2.995732273553991,0.5865469531939947,20,2478156.0,2412,0,1,0,0.71,7,1,6,0,0.0,28.0,0,3,55.0,2.0,334.0,0.0,5
P2,UBR2,chr6,15.0,-0.032636349069833995,52,2.772588722239781,0.4489255225198705,38021,1739814.0,129510,1,1,0,0.79,87,3,70,8,0.0,177.0,0,3,59.0,2.0,4534.0,0.0,5
P2,BICRAL,chr6,7.0,-0.0028514276151364094,11,2.0794415416798357,0.08801884015307625,17474,1501331.0,86629,1,1,0,1.18,85,2,62,5,0.0,35.0,0,3,59.0,2.0,867.0,0.0,5
P2,KLC4,chr6,10.0,0.15249718603768686,2,2.3978952727983707,0.23653223432440387,8182,1233193.0,34322,1,2,0,0.765,39,7,26,1,0.0,32.0,0,3,24.0,2.0,40.0,0.0,5
P2,LRRC73,chr6,9.0,-0.0009861584762396814,3,2.302585092994046,0.18972622902561084,11,755411.0,3423,1,1,0,1.09,11,2,9,0,0.0,16.0,0,3,26.0,1.0,55.0,0.0,5
P2,YIPF3,chr6,22.0,-0.14646371628058544,4,3.1354942159291497,0.6810420959670297,2887,751690.0,5164,1,1,0,1.07,8,2,4,0,0.0,20.0,0,3,53.0,2.0,480.0,0.0,5
P2,POLH,chr6,5.0,-0.05236935546998932,7,1.791759469228055,0.013541360023550192,29229,719480.0,44986,0,1,0,0.98,47,2,31,2,0.0,137.0,0,3,56.0,2.0,692.0,0.0,5
P2,RUNX2,chr6,82.0,-0.014204089790418614,22,4.418840607796598,0.9732116573447159,452816,609553.0,336192,1,4,0,0.8275,388,6,331,10,0.0,1215.0,0,3,59.0,2.0,3856.0,0.0,5
P2,SUPT3H,chr6,33.0,0.08764205701692471,4,3.5263605246161616,0.8572269649690903,18350,1093815.0,568636,0,1,0,0.93,388,3,260,29,0.0,80.0,0,3,58.0,2.0,988.0,0.0,5
P2,TNFRSF21,chr6,16.0,-0.04810987121584735,5,2.833213344056216,0.4870473947600824,108783,2935376.0,78415,0,1,0,0.82,90,1,85,1,0.0,436.0,0,3,50.0,2.0,204.0,0.0,5
P2,COL21A1,chr6,13.0,-0.003993415571483915,21,2.6390573296152584,0.36473358846040627,234828,11893478.0,337504,0,1,0,0.66,276,2,211,21,0.0,109.0,0,3,57.0,2.0,1366.0,0.0,5
P2,KHDRBS2,chr6,33.0,-0.0029718764980768515,17,3.5263605246161616,0.8572269649690903,387695,17632742.0,655991,1,1,0,0.93,161,1,80,21,0.0,92.0,0,3,57.0,2.0,928.0,0.0,5
P2,ZC3H11C,chr6,23.0,-0.03572880347461899,8,3.1780538303479458,0.7059169855755077,781684,20254004.0,5098,1,1,0,1.0,0,0,0,0,0.0,29.0,0,3,58.0,2.0,1131.0,0.0,5
P2,EYS,chr6,26.0,-0.012744335380028666,16,3.295836866004329,0.7680306152487489,202710,21238728.0,1987246,1,1,0,1.0,836,2,357,110,0.0,204.0,0,3,58.0,2.0,1057.0,0.0,5
P2,FAM135A,chr6,9.0,0.0997394113079593,2,2.302585092994046,0.18972622902561084,23447,26123706.0,148667,1,1,0,0.93,84,3,52,11,0.0,93.0,0,3,55.0,2.0,512.0,0.0,5
P2,DPPA5,chr6,8.0,-0.022982671507775086,4,2.1972245773362196,0.14085958198410362,18281,29070207.0,1213,1,1,0,0.73,2,1,0,0,0.0,25.0,0,3,23.0,2.0,52.0,0.0,5
P2,SENP6,chr6,6.0,-0.010038074406120527,8,1.9459101490553132,0.04032970267883427,20921,30371033.0,116772,1,1,0,1.07,72,2,53,5,0.0,124.0,0,3,43.0,2.0,136.0,0.0,5
P2,LCA5,chr6,17.0,-0.002585676812649677,21,2.8903717578961645,0.523844568737121,10102,26438223.0,60147,1,1,0,0.81,49,1,37,3,0.0,129.0,0,3,56.0,2.0,1061.0,0.0,5
P2,LYRM2,chr6,11.0,0.005278228092432648,4,2.4849066497880004,0.2795113335295849,99069,16453777.0,70611,1,1,0,0.91,52,2,39,2,0.0,36.0,0,3,54.0,2.0,423.0,0.0,5
P2,BACH2,chr6,28.0,0.014354127000153833,3,3.367295829986474,0.7974683544303798,199961,15896501.0,370395,0,1,0,1.1,452,5,440,0,0.0,650.0,0,3,51.0,2.0,309.0,0.0,5
P2,MAP3K7,chr6,67.0,-0.05480354045540459,16,4.219507705176107,0.9607006181925228,141748,15548118.0,73520,0,1,0,0.95,52,2,41,0,0.0,557.0,0,3,57.0,2.0,1790.0,0.0,5
P2,GRIK2,chr6,15.0,-0.017373868083716788,6,2.772588722239781,0.4489255225198705,360,5030402.0,1118921,1,4,0,0.93,578,3,324,60,0.0,231.0,0,3,58.0,2.0,1999.0,0.0,5
P2,POPDC3,chr6,22.0,0.1477099340786686,2,3.1354942159291497,0.6810420959670297,18851,831867.0,22555,0,1,0,1.05,25,1,22,0,0.0,82.0,0,3,53.0,2.0,544.0,0.0,5
P2,ARMC2,chr6,13.0,-0.007396627751713091,8,2.6390573296152584,0.36473358846040627,140634,2714319.0,126135,0,1,0,0.79,135,2,122,4,0.0,187.0,0,3,57.0,2.0,604.0,0.0,5
P2,SMPD2,chr6,27.0,-0.20145038326756717,5,3.332204510175204,0.7826022961436562,26790,3420425.0,3242,1,1,0,0.92,10,2,8,0,0.0,154.0,0,3,48.0,2.0,380.0,0.0,5
P2,ZBTB24,chr6,30.0,-0.05665665609620209,4,3.4339872044851463,0.8193994701206947,8092,3481684.0,22607,0,1,0,0.86,32,2,28,0,0.0,128.0,0,3,55.0,2.0,527.0,0.0,5
P2,FRK,chr6,8.0,0.0019107275109023266,13,2.1972245773362196,0.14085958198410362,827528,2192377.0,129944,1,0,39417,,99,2,82,2,0.0,179.0,0,3,54.0,2.0,406.0,0.0,5
P2,GJA1,chr6,7.0,0.010909295484805724,7,2.0794415416798357,0.08801884015307625,6776,4002859.0,14150,0,0,100701,,33,3,30,0,0.0,1374.0,0,3,55.0,2.0,640.0,0.0,5
P2,NKAIN2,chr6,20.0,-0.014224820146771452,23,3.044522437723423,0.6184869002060642,62589,6315334.0,1021775,1,1,0,1.12,589,2,321,65,0.0,100.0,0,3,57.0,2.0,1121.0,0.0,5
P2,RNF217,chr6,24.0,0.0,1,3.2188758248682006,0.7269649690903739,578538,6957957.0,130196,1,1,0,0.94,136,4,117,1,0.0,63.0,0,3,58.0,2.0,1150.0,0.0,5
P2,CENPW,chr6,25.0,-0.005749602743468921,7,3.258096538021482,0.749043273476597,175249,8738924.0,8760,1,1,0,1.11,5,1,4,0,0.0,125.0,0,3,58.0,2.0,916.0,0.0,5
P2,MAP7,chr6,16.0,-0.018235630465295465,4,2.833213344056216,0.4870473947600824,111851,1257660.0,208538,0,2,0,0.825,206,7,189,2,0.0,232.0,0,3,52.0,2.0,297.0,0.0,5
P2,OLIG3,chr6,13.0,-0.0050931181084415255,7,2.6390573296152584,0.36473358846040627,26626,398615.0,2195,1,1,0,0.82,7,1,6,0,0.0,62.0,0,3,48.0,2.0,177.0,0.0,5
P2,CITED2,chr6,11.0,-0.0016313071542301111,6,2.4849066497880004,0.2795113335295849,21429,1488097.0,4102,0,2,0,0.89,15,3,12,0,0.0,349.0,0,3,58.0,2.0,1359.0,0.0,5
P2,GJE1,chr6,34.0,-0.0067398894198844135,12,3.5553480614894135,0.8645863997644981,1372928,2893614.0,2433,0,0,11695,,0,0,0,0,0.0,295.0,0,3,57.0,2.0,1151.0,0.0,5
P2,UTRN,chr6,26.0,-0.004084749123344216,15,3.295836866004329,0.7680306152487489,2407,5430363.0,567699,0,1,0,0.81,516,3,436,10,0.0,600.0,0,3,59.0,2.0,1313.0,0.0,5
P2,SASH1,chr6,7.0,-0.0012813646176717214,2,2.0794415416798357,0.08801884015307625,333607,1779408.0,279740,1,1,0,1.01,348,2,329,0,0.0,174.0,0,3,48.0,2.0,153.0,0.0,5
P2,SYNE1,chr6,30.0,0.08107958954397138,2,3.4339872044851463,0.8193994701206947,432674,553843.0,516114,0,2,0,1.01,419,6,330,20,0.0,448.0,0,3,56.0,2.0,546.0,0.0,5
P2,ARID1B,chr6,51.0,-0.040294967108557254,14,3.9512437185814275,0.9356785398881365,655282,655282.0,434759,0,1,0,1.0,569,12,524,2,4.0,611.0,1,3,59.0,2.0,2359.0,0.0,5
P2,TMEM181,chr6,9.0,0.16324677042466926,3,2.302585092994046,0.18972622902561084,145196,428173.0,98999,0,2,0,1.02,158,2,135,1,0.0,34.0,0,3,52.0,2.0,251.0,0.0,5
P2,FAM120B,chr6,39.0,0.004047780643218215,20,3.6888794541139363,0.8949072711215779,257451,6619252.0,116364,0,4,0,0.8825,126,5,99,6,0.0,80.0,0,3,52.0,2.0,325.0,0.0,5
P2,MAFK,chr7,11.0,-0.006383546054722235,15,2.4849066497880004,0.2795113335295849,7222,1520748.0,12347,0,3,0,1.0133,37,1,36,0,0.0,237.0,0,3,43.0,2.0,157.0,0.0,6
P2,PSMG3,chr7,37.0,0.0,1,3.6375861597263857,0.8834265528407418,3956,1477106.0,3746,0,1,0,0.96,11,2,9,0,0.0,94.0,0,3,41.0,2.0,147.0,0.0,6
P2,MAD1L1,chr7,6.0,-0.025610261183005308,6,1.9459101490553132,0.04032970267883427,283020,1094005.0,417456,1,36,0,0.8128,852,2,795,8,0.0,290.0,0,3,59.0,2.0,950.0,0.0,6
P2,EIF3B,chr7,14.0,0.011346338653347526,12,2.70805020110221,0.408448631145128,54315,744457.0,26661,0,2,0,0.895,50,1,42,1,0.0,117.0,0,3,54.0,2.0,345.0,0.0,6
P2,CHST12,chr7,41.0,0.13031404990161988,3,3.7376696182833684,0.9050632911392406,24467,665253.0,45042,0,2,0,0.915,77,1,71,0,0.0,113.0,0,3,54.0,2.0,322.0,0.0,6
P2,GRIFIN,chr7,13.0,-0.0098262301064024,15,2.6390573296152584,0.36473358846040627,36372,603706.0,2166,0,0,14236,,8,0,0,2,0.0,24.0,0,3,56.0,2.0,675.0,0.0,6
P2,GNA12,chr7,13.0,0.011976226624530215,22,2.6390573296152584,0.36473358846040627,89500,262942.0,148964,1,3,0,0.7533,250,3,239,0,0.0,216.0,0,3,58.0,2.0,2097.0,0.0,6
P2,CARD11,chr7,14.0,0.14970530159889972,5,2.70805020110221,0.408448631145128,68433,68433.0,138087,0,3,0,0.8067,196,4,164,4,1.0,682.0,1,3,50.0,2.0,292.0,0.0,6
P2,SDK1,chr7,18.0,0.007170975475995874,10,2.9444389791664403,0.5565204592287313,125674,131350.0,967748,0,4,0,0.86,867,3,582,65,0.0,233.0,0,3,53.0,2.0,295.0,0.0,6
P2,TNRC18,chr7,7.0,-0.007865473716496187,3,2.0794415416798357,0.08801884015307625,74693,658409.0,118624,0,12,0,0.7767,193,4,169,1,0.0,239.0,0,3,56.0,2.0,488.0,0.0,6
P2,RNF216,chr7,20.0,-0.008078928791553195,5,3.044522437723423,0.6184869002060642,93580,321014.0,161649,0,1,0,1.06,201,2,190,0,0.0,239.0,0,3,59.0,2.0,1483.0,0.0,6
P2,EIF2AK1,chr7,8.0,0.0,1,2.1972245773362196,0.14085958198410362,12939,37162.0,36984,0,1,0,1.03,37,3,32,2,0.0,258.0,0,3,38.0,2.0,124.0,0.0,6
P2,CYTH3,chr7,6.0,-0.061475717869258435,5,1.9459101490553132,0.04032970267883427,57487,158935.0,110874,0,5,0,0.78,156,1,141,1,0.0,99.0,0,3,52.0,2.0,260.0,0.0,6
P2,C1GALT1,chr7,7.0,0.01734602553953818,2,2.0794415416798357,0.08801884015307625,73252,709584.0,91682,1,1,0,0.95,95,2,89,0,0.0,284.0,0,3,57.0,2.0,507.0,0.0,6
P2,RPA3,chr7,11.0,-0.014740232190319247,5,2.4849066497880004,0.2795113335295849,34882,1309627.0,83764,1,1,0,0.9,84,4,64,3,0.0,104.0,0,3,56.0,2.0,668.0,0.0,6
P2,NXPH1,chr7,10.0,-0.02374846739008776,6,2.3978952727983707,0.23653223432440387,100181,2159692.0,319352,0,2,0,0.865,176,1,81,24,0.0,218.0,0,3,57.0,2.0,622.0,0.0,6
P2,NDUFA4,chr7,24.0,0.0005858961477764462,33,3.2188758248682006,0.7269649690903739,1252724,3313709.0,8588,1,1,0,1.0,14,3,11,0,0.0,240.0,0,3,58.0,2.0,1618.0,0.0,6
P2,PHF14,chr7,19.0,0.1081866010602127,2,2.995732273553991,0.5865469531939947,15539,4583699.0,196287,1,1,0,0.88,99,3,58,7,0.0,134.0,0,3,59.0,2.0,1613.0,0.0,6
P2,SNX13,chr7,24.0,-0.006001991595460401,6,3.2188758248682006,0.7269649690903739,276179,2552924.0,149951,0,1,0,0.95,96,1,69,5,0.0,99.0,0,3,59.0,2.0,1318.0,0.0,6
P2,HDAC9,chr7,12.0,0.15743910180554427,3,2.5649493574615367,0.32057697968795995,154735,1975773.0,915467,0,1,0,0.84,768,7,580,53,0.0,1103.0,0,3,59.0,2.0,1962.0,0.0,6
P2,TWIST1,chr7,15.0,0.004987090429638472,11,2.772588722239781,0.4489255225198705,514203,1614024.0,96645,1,4,0,0.93,87,2,75,4,0.0,980.0,0,3,54.0,2.0,597.0,0.0,6
P2,ITGB8,chr7,35.0,-0.06477889393726417,4,3.58351893845611,0.8713570797762732,55789,57363.0,85145,0,1,0,0.82,92,3,80,2,0.0,219.0,0,3,57.0,2.0,860.0,0.0,6
P2,HYCC1,chr7,19.0,0.0,1,2.995732273553991,0.5865469531939947,30795,2765878.0,124759,1,1,0,0.79,103,1,83,8,0.0,125.0,0,3,59.0,2.0,709.0,0.0,6
P2,IGF2BP3,chr7,28.0,0.01773529293386202,5,3.367295829986474,0.7974683544303798,82456,2813494.0,160282,1,2,0,0.91,178,3,168,1,0.0,351.0,0,3,45.0,2.0,176.0,0.0,6
P2,SNX10,chr7,9.0,-0.06107327736935872,19,2.302585092994046,0.18972622902561084,45133,45200.0,82521,1,1,0,1.14,106,3,98,1,0.0,269.0,0,3,58.0,2.0,2157.0,0.0,6
P2,SKAP2,chr7,33.0,-0.053229258923509395,8,3.5263605246161616,0.8572269649690903,349178,444532.0,328236,0,1,0,0.78,231,1,157,15,0.0,216.0,0,3,59.0,2.0,3382.0,0.0,6
P2,TAX1BP1,chr7,24.0,0.07315780439114966,6,3.2188758248682006,0.7269649690903739,11973,566072.0,105233,0,1,0,0.88,81,3,64,4,0.0,196.0,0,3,58.0,2.0,1274.0,0.0,6
P2,BBS9,chr7,8.0,0.0,1,2.1972245773362196,0.14085958198410362,36588,5960913.0,767623,0,2,0,0.965,638,6,429,53,0.0,546.0,0,3,56.0,2.0,583.0,0.0,6
P2,SEPTIN7,chr7,9.0,-0.0006955756218489632,6,2.302585092994046,0.18972622902561084,48381,8567319.0,106178,0,1,0,1.05,81,1,72,0,0.0,125.0,0,3,57.0,2.0,698.0,0.0,6
P2,NME8,chr7,10.0,0.005951010824212827,14,2.3978952727983707,0.23653223432440387,80261,10583104.0,51800,0,0,15623,,15,0,3,5,0.0,70.0,0,3,54.0,2.0,376.0,0.0,6
P2,RALA,chr7,7.0,0.0,1,2.0794415416798357,0.08801884015307625,15040,10695007.0,84679,0,1,0,0.85,81,1,74,1,0.0,224.0,0,3,59.0,2.0,805.0,0.0,6
P2,POLM,chr7,12.0,-0.01170104660972119,6,2.5649493574615367,0.32057697968795995,7485,6228367.0,11615,0,1,0,1.07,30,2,27,0,0.0,142.0,0,3,24.0,1.0,46.0,0.0,6
P2,NACAD,chr7,16.0,0.1368089582102834,3,2.833213344056216,0.4870473947600824,44648,5259091.0,8532,1,1,0,0.73,20,0,20,0,0.0,46.0,0,3,53.0,2.0,588.0,0.0,6
P2,ZPBP,chr7,17.0,0.0179639512449116,9,2.8903717578961645,0.523844568737121,2108,184191.0,270908,1,1,0,0.97,101,2,54,15,0.0,199.0,0,3,50.0,2.0,219.0,0.0,6
P2,IKZF1,chr7,34.0,-0.009395355939484375,59,3.5553480614894135,0.8645863997644981,80907,80907.0,101689,1,2,0,0.94,177,3,172,0,7.0,1008.0,1,3,57.0,2.0,619.0,0.0,6
P2,POM121L12,chr7,6.0,0.025446734821914598,5,1.9459101490553132,0.04032970267883427,700174,2032047.0,1292,1,1,0,0.61,3,1,0,0,0.0,36.0,0,3,57.0,2.0,683.0,0.0,6
P2,ZNF735,chr7,8.0,0.0,1,2.1972245773362196,0.14085958198410362,76688,9111695.0,13087,1,0,14619,,1,0,0,0,0.0,8.0,0,3,30.0,2.0,46.0,0.0,6
P2,AUTS2,chr7,27.0,-0.0039946677208729155,8,3.332204510175204,0.7826022961436562,689030,6829720.0,1195210,1,4,0,0.975,1233,8,1034,43,0.0,233.0,0,3,59.0,2.0,1177.0,0.0,6
P2,GALNT17,chr7,14.0,0.002822609871207491,15,2.70805020110221,0.408448631145128,179044,4427798.0,581456,1,1,0,0.95,459,2,354,26,0.0,89.0,0,3,59.0,2.0,777.0,0.0,6
P2,EIF4H,chr7,19.0,0.11790587949499212,2,2.995732273553991,0.5865469531939947,45572,1610327.0,22891,1,1,0,0.93,39,2,34,0,0.0,90.0,0,3,53.0,2.0,702.0,0.0,6
P2,FGL2,chr7,15.0,0.052148110139111796,3,2.772588722239781,0.4489255225198705,25307,1435555.0,6479,1,0,71292,,9,1,8,0,0.0,384.0,0,3,54.0,2.0,486.0,0.0,6
P2,CD36,chr7,22.0,-0.04162454565790418,7,3.1354942159291497,0.6810420959670297,285842,4344704.0,309745,1,0,233959,,279,4,243,10,0.0,894.0,0,3,56.0,2.0,689.0,0.0,6
P2,GNAT3,chr7,19.0,0.01281434770672509,11,2.995732273553991,0.5865469531939947,70093,4702985.0,53429,0,0,323062,,54,0,46,2,0.0,115.0,0,3,54.0,2.0,371.0,0.0,6
P2,SEMA3A,chr7,91.0,-0.03026847503661542,8,4.5217885770490405,0.9768913747424198,420185,8333768.0,537162,0,0,205940,,402,2,303,20,0.0,426.0,0,3,57.0,2.0,857.0,0.0,6
P2,TFPI2,chr7,6.0,0.0,1,1.9459101490553132,0.04032970267883427,147111,907051.0,5357,1,1,0,0.78,10,2,5,0,0.0,493.0,0,3,49.0,2.0,119.0,0.0,6
P2,SEM1,chr7,15.0,-0.0009923650069782663,5,2.772588722239781,0.4489255225198705,141169,2309211.0,228265,0,1,0,0.9,146,2,79,13,0.0,127.0,0,3,51.0,2.0,276.0,0.0,6
P2,NPTX2,chr7,78.0,0.15426849115866928,2,4.3694478524670215,0.9698263173388284,105836,366484.0,12584,0,1,0,0.98,20,1,16,0,0.0,252.0,0,3,55.0,2.0,842.0,0.0,6
P2,SMURF1,chr7,13.0,-0.0016259759103990073,8,2.6390573296152584,0.36473358846040627,132708,133523.0,116729,0,2,0,1.115,152,1,142,0,0.0,232.0,0,3,51.0,2.0,459.0,0.0,6
P2,CYP3A5,chr7,9.0,0.011744110483907085,3,2.302585092994046,0.18972622902561084,29056,773008.0,31803,0,0,30932,,27,1,16,1,0.0,375.0,0,3,49.0,2.0,338.0,0.0,6
P2,CYP3A7,chr7,23.0,0.007787378079945107,16,3.1780538303479458,0.7059169855755077,51,857314.0,30160,0,0,87774,,23,1,16,0,0.0,182.0,0,3,33.0,1.0,76.0,0.0,6
P2,CYP3A43,chr7,62.0,0.03961984673828273,6,4.143134726391533,0.9528996173093907,20114,929875.0,39383,1,0,51674,,43,2,32,1,0.0,125.0,0,3,32.0,2.0,66.0,0.0,6
P2,GJC3,chr7,137.0,0.00998057249482597,38,4.927253685157205,0.9849867530173683,4908,1046779.0,6354,1,0,3593,,8,2,3,2,0.0,78.0,0,3,51.0,2.0,241.0,0.0,6
P2,ZKSCAN1,chr7,19.0,-0.06522042632350636,5,2.995732273553991,0.5865469531939947,19184,1118453.0,26119,1,1,0,0.82,34,2,26,0,0.0,84.0,0,3,53.0,2.0,620.0,0.0,6
P2,LAMTOR4,chr7,10.0,-0.07683785297076315,7,2.3978952727983707,0.23653223432440387,11077,1259902.0,7032,0,1,0,0.77,12,2,9,0,0.0,47.0,0,3,51.0,2.0,433.0,0.0,6
P2,MYL10,chr7,15.0,-0.03827752672090844,10,2.772588722239781,0.4489255225198705,122225,308833.0,15966,1,0,59066,,31,0,29,0,0.0,34.0,0,3,56.0,2.0,706.0,0.0,6
P2,CUX1,chr7,9.0,-0.03957429091300703,6,2.302585092994046,0.18972622902561084,86857,86857.0,468054,1,5,0,0.926,671,4,618,4,7.0,908.0,1,3,55.0,2.0,551.0,0.0,6
P2,POLR2J,chr7,7.0,0.09991230303326544,2,2.0794415416798357,0.08801884015307625,4718,658307.0,5801,0,1,0,1.16,8,1,6,0,0.0,42.0,0,3,26.0,1.0,47.0,0.0,6
P2,LRRC17,chr7,9.0,-0.010667618622673332,6,2.302585092994046,0.18972622902561084,81305,1015732.0,32170,1,0,129548,,41,1,38,1,0.0,94.0,0,3,41.0,2.0,182.0,0.0,6
P2,KMT2E,chr7,31.0,-0.08760148169983291,6,3.4657359027997265,0.8314689431851634,306055,2818984.0,174076,1,2,0,0.805,208,5,184,1,0.0,341.0,0,3,54.0,2.0,1314.0,0.0,6
P2,DOCK4,chr7,6.0,0.0,1,1.9459101490553132,0.04032970267883427,309661,4775305.0,480297,0,2,0,0.905,490,4,407,14,0.0,189.0,0,3,55.0,2.0,385.0,0.0,6
P2,MDFIC,chr7,24.0,-0.008011776136471097,18,3.2188758248682006,0.7269649690903739,411296,2161601.0,98171,0,1,0,0.83,100,3,92,2,0.0,117.0,0,3,57.0,2.0,1134.0,0.0,6
P2,TFEC,chr7,20.0,-0.03889713814381012,20,3.044522437723423,0.6184869002060642,615240,1127395.0,224748,0,0,50420,,155,3,120,15,0.0,117.0,0,3,58.0,2.0,1491.0,0.0,6
P2,CAPZA2,chr7,8.0,0.0,1,2.1972245773362196,0.14085958198410362,62452,76567.0,110979,1,1,0,0.96,101,2,68,5,0.0,122.0,0,3,55.0,2.0,259.0,0.0,6
P2,TSPAN12,chr7,14.0,0.10234596519186326,4,2.70805020110221,0.408448631145128,292275,3894076.0,71083,0,1,0,0.96,69,2,60,1,0.0,155.0,0,3,56.0,2.0,1306.0,0.0,6
P2,SLC13A1,chr7,18.0,0.0,1,2.9444389791664403,0.5565204592287313,87489,1817401.0,86516,0,0,226626,,63,1,47,2,0.0,82.0,0,3,52.0,1.0,665.0,0.0,6
P2,SSU72L6,chr7,58.0,-0.010034616503708078,11,4.07753744390572,0.9476008242566971,24660,478302.0,1347,0,0,286456,,1,0,0,0,0.0,17.0,0,3,55.0,2.0,621.0,0.0,6
P2,GPR37,chr7,20.0,0.14837267988977526,4,3.044522437723423,0.6184869002060642,141099,305266.0,21907,1,2,0,0.78,24,1,23,0,0.0,153.0,0,3,48.0,2.0,129.0,0.0,6
P2,POT1,chr7,18.0,0.006234880461798001,13,2.9444389791664403,0.5565204592287313,79294,79294.0,107573,1,1,0,0.94,53,2,25,5,1.0,353.0,1,3,59.0,2.0,1370.0,0.0,6
P2,ZC3HC1,chr7,33.0,-0.00806666287050864,4,3.5263605246161616,0.8572269649690903,17230,845660.0,33115,1,1,0,0.81,28,1,21,2,0.0,243.0,0,3,52.0,2.0,328.0,0.0,6
P2,KLF14,chr7,7.0,-0.0056627969440394355,5,2.0794415416798357,0.08801884015307625,23267,1522429.0,3510,0,1,0,1.04,6,1,4,0,0.0,202.0,0,3,56.0,2.0,348.0,0.0,6
P2,PLXNA4,chr7,18.0,0.14122866371461487,3,2.9444389791664403,0.5565204592287313,522906,2937271.0,525348,0,1,0,1.05,594,2,419,37,0.0,137.0,0,3,54.0,2.0,618.0,0.0,6
P2,EXOC4,chr7,12.0,-0.01577375034836174,10,2.5649493574615367,0.32057697968795995,77682,3986878.0,814066,1,0,60115,,708,2,458,62,0.0,99.0,0,3,58.0,2.0,740.0,0.0,6
P2,AGK,chr7,7.0,-0.01604766246927952,11,2.0794415416798357,0.08801884015307625,236102,390200.0,103966,0,1,0,0.9,85,1,66,4,0.0,152.0,0,3,52.0,2.0,388.0,0.0,6
P2,PRSS58,chr7,8.0,-0.013638849068064706,11,2.1972245773362196,0.14085958198410362,72255,1260827.0,5915,0,0,513550,,3,0,0,0,0.0,12.0,0,3,52.0,2.0,399.0,0.0,6
P2,TRBV11-2,chr7,20.0,-0.02607368504275706,37,3.044522437723423,0.6184869002060642,87710,1421209.0,499,0,0,362485,,1,0,1,0,0.0,14.0,0,3,59.0,2.0,1286.0,0.0,6
P2,CTAGE15,chr7,9.0,0.019787684894602985,9,2.302585092994046,0.18972622902561084,25133,2621692.0,2586,0,0,45813,,0,0,0,0,0.0,18.0,0,3,50.0,2.0,281.0,0.0,6
P2,NOBOX,chr7,29.0,-0.01847958992226714,5,3.4011973816621555,0.8099793935825729,26808,3458443.0,13332,1,1,0,0.75,23,1,7,4,0.0,103.0,0,3,57.0,2.0,548.0,0.0,6
P2,CNTNAP2,chr7,15.0,-0.02442263834057,15,2.772588722239781,0.4489255225198705,568412,3336740.0,2304996,0,2,0,0.825,1249,2,696,138,0.0,621.0,0,3,58.0,2.0,1789.0,0.0,6
P2,C7orf33,chr7,14.0,-0.013828480272915224,11,2.70805020110221,0.408448631145128,1208837,1502401.0,25094,0,0,82478,,15,0,12,3,0.0,29.0,0,3,59.0,2.0,966.0,0.0,6
P2,LRRC61,chr7,21.0,-0.049674011556924066,21,3.091042453358316,0.6510156020017662,222532,1216401.0,14893,1,1,0,0.91,34,5,28,0,0.0,17.0,0,3,58.0,2.0,920.0,0.0,6
P2,GIMAP8,chr7,12.0,-0.003584452975449053,10,2.5649493574615367,0.32057697968795995,24931,1541369.0,28765,0,0,42188,,31,1,30,0,0.0,55.0,0,3,45.0,2.0,175.0,0.0,6
P2,MYOM2,chr8,22.0,-0.007206203568840917,15,3.1354942159291497,0.6810420959670297,5856,36430008.0,120870,1,6,0,0.86,180,4,175,0,0.0,414.0,0,3,57.0,2.0,503.0,0.0,7
